"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1",8.84468849944283,7.17018280805763,3.15805366719324,1.70751562803106,6.89365860404631,2.43365889637114,5.04797233427376,10.3543191738848,8.05138096411874,5.40695268168527,9.99002495223779,7.33680482741154,4.4897954804799,4.19551370668862,3.90767928194593,10.5991675755475,10.4712152012878,7.1537532143721,10.2629690836151,3.90036142834425,9.35731244379263,5.56050282354273,3.86408591191367,1.95993913880845,12.2925449520147,2.67765623128071,5.30041416882695,2.8289167155078,6.01460901754147,4.41066134565201,6.45026076827371,3.24047855637079,8.06638155060108,1.89726458254485,2.82935753403124,10.8190849831831,4.68062630020995,10.9114320698469,11.3643025537157,5.69342083374372,7.96079040199271,4.26099700184479,1.6214260799774,4.30836736630961,1.26927534040587,6.9902897313653,1.35822720105387,4.42288529402281,9.48275224102934,4.923903804164
"2",8.88445457791662,6.24490869280477,3.64621391538959,-0.278748513089156,6.24271295892004,2.8463417602458,6.11917034526638,9.17843368884514,6.33187752843461,5.87659627955655,11.8150212545165,6.73729238776135,2.12710658910417,3.94455081072126,6.03660759442672,10.2187771838031,9.11945268448141,6.38936358463112,12.4253843414339,3.17902108239659,7.25545776650383,5.05418664994378,6.59321975575038,4.457042492055,9.39181300383122,0.636673078527229,3.67931020128377,5.96236552153822,8.46340916990042,4.75629231463604,2.52934431728825,4.94342354017287,9.85553660370605,1.27557016983499,0.809660478450005,11.9831821372433,6.79733555037044,10.2101342914249,8.53291464587228,5.73685636550401,7.10494401211736,3.21265312223237,3.70722989904929,5.07066329140759,-0.00908257014743863,5.41266505694861,3.20922799723117,5.28968225263211,9.0841650915586,3.74678703531686
"3",8.66829309139474,6.23933693956189,4.11203232510371,-0.384520920696373,6.45367884772562,2.16410675044693,6.7489193542869,9.20423194191503,8.18592409773847,5.5697232196787,9.92239584389857,7.05975244348495,3.74465666121968,3.75226428637474,5.53646256300814,8.05259459396168,10.0440401980781,6.97692111392314,12.6137348614301,3.61503578078871,7.62938199863196,5.52747498824253,6.25475271737595,3.10193802735396,9.91689967831759,1.687893203029,4.3428356232396,4.12073170853243,6.71619322431372,6.51228128932661,4.17734165842703,4.09841109493502,7.1785997820383,0.959148562380058,4.40858660349336,11.5112408024457,5.62648575478938,9.30667617037321,12.7049508128171,4.99636979686604,7.94190128880537,1.52736119919545,3.34322488752943,6.0094943569403,1.60309088823398,5.469088576023,2.44488301612182,4.03204531761605,8.79018930906623,4.38711382488757
"4",8.95119082767626,5.57234903711596,4.73613293471517,1.19644153359172,7.33114850482873,1.24249638904134,5.47399103461672,9.50533211530911,8.27310464009451,5.53675919344584,10.2425933435303,6.79499325883766,4.62098378967499,4.62993784513289,4.31535858014044,9.20740248912383,9.75936241025046,5.90488101793051,13.4595486006752,3.79928749689139,8.57557068074615,3.43605062223816,6.71755490252169,3.28582237230478,11.3392700912792,0.935762261390645,3.94105385268991,4.22101297084626,6.98666233176647,5.78029044856166,5.01574848294605,3.67239695962696,7.40549046595944,1.87496893678957,3.13979333065665,12.3959185520916,4.51430014656358,8.70002343933941,11.6747265419852,7.37410729141751,8.96100999339409,1.99671494940251,1.61386677273424,4.2428707136715,3.45369518968937,6.00202348003841,2.44238632653837,2.57631989705002,11.0255159915963,4.18035983339656
"5",8.64581266385654,5.8423981268981,4.3616566122232,1.53831084711258,7.22376642696577,2.23384648545881,6.57180170982709,8.47421757260209,7.92212134388818,5.07665503161949,11.7070700910228,7.0155977259374,3.8108539168235,3.63957640153492,3.84997868858039,8.53306145693902,10.6846495828482,7.31458539006773,12.2402106276717,4.13343169939702,8.04457056497821,3.72398286370946,5.68012339664748,4.21725135683187,11.5033714757208,0.167794313556738,3.48021169976535,4.91640539691798,7.83144683716676,5.39000019172219,2.34709402224049,4.5805117034813,7.64205543014959,2.91966844891889,2.83854866731684,11.808256018505,3.54693734430452,10.4825554644048,12.2975964009057,5.89748113236084,8.13682333403116,2.06937636909916,1.7790819272194,5.62939141342321,2.03055992736118,5.62080683533518,1.40227911043868,5.86633975642798,9.43376984984244,4.70406984107526
"6",7.81342172392084,7.35502957277042,4.30998643253046,0.621358814653791,6.89072323537433,1.73303011667523,6.67528424590237,9.36028966847413,8.42878460896118,5.24598146899082,12.0357536376422,6.09437071429083,2.62536341740099,3.13097296430874,4.647688774248,10.2473784317001,10.3245041898426,7.29294902046978,11.6233289957161,4.10883568967662,9.26635720405362,5.0122443764847,5.66229815562511,3.56107112185893,11.823282462005,1.37651588349245,5.11471349572822,3.9044783875492,6.24597360825608,3.78407927798389,3.12666164681578,6.68745302248394,8.65309721454531,0.396392582679112,2.27376208600848,12.5649931794763,6.27882990923294,8.88965277937055,10.0798392379207,6.97288638310504,8.72242128407255,2.06443425938998,1.69715341440125,5.45324578990626,2.90287016467442,6.02785889915206,2.1660093708412,4.82170957127323,9.8223877047752,5.6702129783546
"7",8.80751852108265,5.58678603648948,5.76991106764889,1.0102099747772,5.79313069845084,0.589448892279855,7.46278112561599,10.0575396927696,8.22153807070162,5.09484943916669,9.62748404036937,7.23914444192625,3.69855957442193,5.55500481988314,3.58353324282903,8.68148276848171,8.8382144943625,7.93411730062354,12.3817991103485,4.2454988423218,8.64746954852102,4.04301454383611,4.80719797252437,3.40376942107012,12.3973854086729,2.19124215139221,2.15832236801298,4.41998511389361,7.12978180696217,5.78613697153184,4.56674227717194,4.43763568809949,8.38274302893493,2.07484223057198,2.82973550604455,10.1881063010987,4.69282537756369,11.3581302081311,12.6639532274828,3.7028858072756,6.16604377113458,3.05247360512955,5.25301796923611,4.23169509564196,-0.245497951464627,6.44844194047582,2.97954160884564,5.12725665459935,9.35131038140575,4.637812007853
"8",8.34687634858841,7.51479642439415,3.22139778865375,1.13600949860788,7.47819174591651,3.28924901474632,5.80900749953163,8.76960805101961,6.99494362416386,5.15952214854383,11.305513000751,7.81902566625361,3.46131549351796,2.64020081185308,5.70562883246276,9.94115503717463,11.0143847056951,6.37608378822629,10.9969807083973,3.45871998555512,8.72216042571331,4.79607807166309,6.07338205082168,4.82414711138492,12.0428321613431,-0.0531142251012233,2.7735637533979,4.79248502606135,8.36581685535137,5.10266692006514,5.16827128939386,2.86734995987075,8.14003150076554,2.78501973452457,3.18822758736146,12.1977424355084,5.1224996685068,10.193710636382,11.6508876794453,6.28400718387428,8.69098379816356,3.35431321132798,1.26160747067084,3.27273702440453,1.15630434721826,7.60645506218743,2.03420512482755,3.92969601275759,8.93051985878943,4.22788904752478
"9",8.43152529735045,5.78415259993006,2.10958791344152,2.69320748896434,8.0782390562073,2.25450806166345,3.10888378577692,9.82454216611108,8.23388882991231,7.34764918434366,10.0798401494389,5.95092888886107,2.87777606944735,4.52050335579686,5.13117518584013,7.51067937221969,10.7525507529489,6.92605511988497,11.9706398576412,2.19989578203055,9.02403443825186,5.68758893396387,6.79621373860113,3.14104024065812,10.770585563254,1.35908584588024,3.94423873571928,4.25148974479444,6.34457062249665,5.70968289205388,4.94591714825063,3.90901922409629,6.45384177092715,0.50861392618867,4.40017961202802,12.4504257146813,4.29882221025387,8.73712871962536,10.3308433679757,6.13999232625109,9.29022599057978,2.78812436968066,2.74579252554358,4.86668237295658,1.67224193467003,6.81808340286228,1.26430537769264,5.00925598850984,9.02558763210279,5.64878639807435
"10",7.76757485497491,6.70105195043636,3.45478333321696,1.54147554328321,5.77713939827893,2.43773578105157,5.94716676934579,9.56048871789641,7.61751483371115,4.82627183585533,9.84827374908662,7.44248772248973,3.80657829817644,4.66137060772584,4.55313715483986,8.38923349901308,10.1956289720828,8.19692620748361,12.1053498034558,2.96271964134371,7.95877489829203,4.85746688029341,7.01704710846981,5.61325639917602,8.60791139442002,0.958560368023411,5.18129190949682,6.55489679302616,6.17983087283095,3.85803954957496,3.81969054564169,5.4038887511261,8.1198194639301,-1.01622229420935,3.2312355227588,14.5885083052601,6.34971951805467,7.02552580944799,10.4282820134978,6.95127730867524,8.63888384213237,2.27715814491546,1.33572471134063,3.51591796453986,3.41737443497703,7.07924685506709,1.18441338559067,5.06707296190615,10.3727131026792,4.47002787502704
"11",8.35164602630271,7.84865660774396,2.32287948689482,2.56221553998894,6.04553542860966,2.61296373598098,3.95342706039129,9.83651692660209,7.30591795961901,6.39262714126115,11.1385020413995,5.65602595940353,1.9404716692313,6.32577347471833,6.68860158737373,9.9663792729491,7.08060053456562,6.79791210932028,11.6203966447627,4.83976604487867,9.07484670832521,5.61185786012449,4.49235476794141,3.47594381497856,12.0806477695929,2.83441740040112,1.71575100188715,3.40806870054161,8.10600529387935,5.63547418849603,3.42693319356974,2.45013298554654,8.36797067650678,1.41399451968108,3.54886645233584,11.5370765509001,3.69803393631864,8.46668290990814,12.7766466556562,7.24201453670382,6.67419211807131,1.70084364286135,2.83751679442827,6.33450814877287,1.71589745580136,4.46203896126408,1.2775227798793,5.78220252764751,11.9540336893254,3.28139609239765
