Bacterial_Species,Mean_Relative_Abundance,Total_Edges,Positive_Edges,Negative_Edges,Triangles,Degree_Centrality,Clustering_Coefficient,Harmonic_Centrality,Betweenness_Centrality,Cohort
Clostridium_saccharogumia,0.00013451106747771894,1,1,0,0,0.004975124378109453,0.0,21.068650793650786,0.0,Japanese
Holdemania_massiliensis,0.00023908546641814135,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Faecalicatena_contorta,0.0003256422702030103,6,6,0,15,0.029850746268656716,1.0,31.810714285714255,0.0,Japanese
Dorea_longicatena,0.003841189699831939,1,1,0,0,0.004975124378109453,0.0,21.424206349206344,0.0,Japanese
Mogibacterium_diversum,0.00025819811381512297,2,2,0,1,0.009950248756218905,1.0,28.89404761904761,0.0,Japanese
Prevotella_bivia,0.0002889891125955587,1,1,0,0,0.004975124378109453,0.0,2.0,0.0,Japanese
Lachnoanaerobaculum_saburreum,5.9752797956764805e-05,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Streptococcus_parasanguinis,0.0032841662920342725,2,2,0,1,0.009950248756218905,1.0,2.5,0.0,Japanese
Ruminococcus_lactaris,0.002723941559712587,2,2,0,1,0.009950248756218905,1.0,24.946825396825393,0.0,Japanese
Merdibacter_massiliensis,0.00018740832313744832,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Bacteroides_zoogleoformans,7.30866371565096e-05,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Hespellia_stercorisuis,0.00010754288150279905,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Coprococcus_eutactus,0.0009398384133687081,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Parabacteroides_johnsonii,0.007839133589614888,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Bittarella_massiliensis,0.00015122275484124104,1,1,0,0,0.004975124378109453,0.0,1.0,0.0,Japanese
Bacteroides_helcogenes,0.0001657804741190898,3,3,0,0,0.014925373134328358,0.0,24.486904761904768,0.004851832109294796,Japanese
Ruminococcus_champanellensis,0.0003518726329481018,7,3,4,7,0.03482587064676617,0.3333333333333333,35.41071428571427,0.014794843334669357,Japanese
Clostridium_bolteae,0.0035923300016248933,15,14,1,43,0.07462686567164178,0.4095238095238095,37.27063492063491,0.011175625253460133,Japanese
Phascolarctobacterium_succinatutens,0.007951517084078841,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Negativibacillus_massiliensis,0.002352085701830235,1,1,0,0,0.004975124378109453,0.0,20.421067821067815,0.0,Japanese
Bacteroides_heparinolyticus,9.376639686698026e-05,1,1,0,0,0.004975124378109453,0.0,1.0,0.0,Japanese
Mediterranea_massiliensis,0.0028554348184894416,5,5,0,4,0.02487562189054726,0.4,25.736904761904768,0.004325574508410329,Japanese
Coprobacter_fastidiosus,0.0012835643895454188,1,1,0,0,0.004975124378109453,0.0,18.62182539682536,0.0,Japanese
Odoribacter_laneus,0.001080192348778095,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Alistipes_timonensis,0.00028144755890822774,2,2,0,0,0.009950248756218905,0.0,2.5,9.950248756218905e-05,Japanese
Solobacterium_moorei,0.0003764664004157402,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Collinsella_aerofaciens,0.008410383542456485,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Bacteroides_fragilis,0.011267016680556841,7,7,0,11,0.03482587064676617,0.5238095238095238,37.04285714285712,0.021397229685548108,Japanese
Rikenella_microfusus,0.0005435333911952421,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Roseburia_inulinivorans,0.013648086305135,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Clostridium_innocuum,0.00033682119163756764,10,10,0,31,0.04975124378109452,0.6888888888888889,33.30396825396822,0.0012729325768143617,Japanese
Lactobacillus_ruminis,0.00010911298206600982,1,1,0,0,0.004975124378109453,0.0,1.0,0.0,Japanese
Emergencia_timonensis,0.00036304716619814435,6,6,0,9,0.029850746268656716,0.6,27.218650793650795,0.00024504046185114524,Japanese
Parabacteroides_goldsteinii,0.0008416918273793679,1,1,0,0,0.004975124378109453,0.0,14.463924963924958,0.0,Japanese
Acetivibrio_ethanolgignens,0.00026097309526400974,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Ruminococcus_torques,0.004227039698500101,3,3,0,3,0.014925373134328358,1.0,29.644047619047605,0.0,Japanese
Eisenbergiella_tayi,0.00017420273203263846,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Granulicatella_adiacens,0.0001511911201668252,2,2,0,1,0.009950248756218905,1.0,22.946825396825385,0.0,Japanese
Alistipes_putredinis,0.01508705871886101,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Prevotella_disiens,8.978992765459695e-05,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Clostridium_symbiosum,0.0009595582293607348,6,6,0,8,0.029850746268656716,0.5333333333333333,31.38730158730156,0.007422957980464564,Japanese
Eubacterium_ventriosum,0.003532124188185371,1,1,0,0,0.004975124378109453,0.0,2.0,0.0,Japanese
Bacteroides_coprocola,0.03222402919373355,11,11,0,24,0.05472636815920398,0.43636363636363634,32.876190476190445,0.02033036835797282,Japanese
Alistipes_senegalensis,0.0006885092766008475,2,2,0,0,0.009950248756218905,0.0,2.5,9.950248756218905e-05,Japanese
Streptococcus_salivarius,0.0059787253719441255,2,2,0,1,0.009950248756218905,1.0,2.5,0.0,Japanese
Massilimicrobiota_timonensis,0.0001415951956208089,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Blautia_hydrogenotrophica,0.0002292231364973188,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Ruminococcus_bicirculans,0.009049746766679476,1,1,0,0,0.004975124378109453,0.0,19.361507936507927,0.0,Japanese
Intestinimonas_butyriciproducens,0.0010272565619668435,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Bacteroides_fluxus,0.004223418713358256,9,9,0,21,0.04477611940298507,0.5833333333333334,31.32619047619045,0.0017162007423201459,Japanese
Clostridioides_difficile,0.00013031397259978818,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Butyricimonas_synergistica,4.953737679872671e-05,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Eubacterium_ramulus,0.0020197534314503624,11,11,0,28,0.05472636815920398,0.509090909090909,34.64404761904761,0.004468450861298974,Japanese
Lachnoclostridium_phocaeense,0.00022731691399532398,13,13,0,34,0.06467661691542288,0.4358974358974359,35.387301587301586,0.015534066669911986,Japanese
Roseburia_intestinalis,0.008166019263837943,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Massilioclostridium_coli,0.00028380412608591284,8,8,0,21,0.03980099502487562,0.75,32.4706349206349,0.0009098066476306852,Japanese
Roseburia_faecis,0.00926612608098444,1,1,0,0,0.004975124378109453,0.0,1.0,0.0,Japanese
Anaerotignum_neopropionicum,5.661144128889713e-05,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Lachnospiraceae_bacterium_GAM79,0.013347960646954444,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Hungatella_hathewayi,0.0005001453755903081,14,14,0,43,0.06965174129353234,0.4725274725274725,35.637301587301586,0.005555388958943716,Japanese
Clostridium_scindens,0.00039369822467754295,1,1,0,0,0.004975124378109453,0.0,1.0,0.0,Japanese
Intestinibacillus_massiliensis,7.092276284984599e-05,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Prevotella_stercorea,0.014184144957807385,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Eubacterium_eligens,0.016685987772545166,3,3,0,1,0.014925373134328358,0.3333333333333333,3.0,9.950248756218905e-05,Japanese
Fusicatenibacter_saccharivorans,0.009719721681735771,4,4,0,5,0.01990049751243781,0.8333333333333334,25.780158730158725,5.527915975677169e-06,Japanese
Christensenella_minuta,0.0005626341093377326,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Erysipelotrichaceae_bacterium_GAM147,0.00041060104888687786,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Massilimaliae_massiliensis,4.320616337645998e-05,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
Faecalibaculum_rodentium,1.4852561092073256e-05,0,0,0,0,0.0,0.0,0.0,0.0,Japanese
