SampleName,Absiella,Acetivibrio,Acidaminococcus,Agathobaculum,Alistipes,Anaerobutyricum,Anaerostipes,Anaerotignum,Anaerotruncus,Angelakisella,Bacteroides,Barnesiella,Bifidobacterium,Blautia,Butyricicoccus,Butyricimonas,Butyrivibrio,Cellulomonas,Clostridium,Collinsella,Coprobacter,Coprococcus,Culturomica,Dialister,Dorea,Emergencia,Escherichia,Eubacterium,Faecalibacterium,Faecalicatena,Faecalitalea,Flavonifractor,Fournierella,Fusicatenibacter,Gemmiger,Haemophilus,Holdemanella,Lachnoclostridium,Lactobacillus,Lactonifactor,Massilioclostridium,Mediterranea,Megasphaera,Mordavella,Negativibacillus,Odoribacter,Oscillibacter,Parabacteroides,Paraprevotella,Porphyromonas,Prevotella,Prevotellamassilia,Pseudoflavonifractor,Roseburia,Ruminococcus,Ruthenibacterium,Streptococcus,Subdoligranulum,Tyzzerella,Unclassified_Clostridiales,Unclassified_Lachnospiraceae,Unclassified_Ruminococcaceae,Veillonella
SRR5898908,0.0002036700509185784,0.00019702526465654096,0.0006707291190103433,0.0001884456058584907,0.002313434788178159,0.0008893915426138268,0.00043018005588189514,0.00011453221743805593,0.00012627443255408048,0.00043551093209231653,0.021043160988650937,0.0003124487029757538,0.02350635450001058,0.0023095926056409728,7.090867522972845e-05,0.002366426434375834,0.05861531638180897,0.0031680715109652672,0.0009712205564745524,0.0019479003332829295,0.0006040420536473953,0.007333312698734209,0.000616365571591197,0.0024250254220348996,0.004082312063669079,0.0001552157510785101,0.0027422485235230457,0.010739980709872296,0.01649824541383656,7.313584877047435e-05,0.0001613425903031902,0.0001723163280539422,0.00023231999963589013,0.0006488425174825571,0.0020313300190884743,0.00078967088558268,0.00040538864757487037,0.0008348266479780846,0.002982390560632007,7.295387911902834e-05,0.00019779066751447044,0.008359630455114555,0.00012978455467321808,0.00010146767482029286,0.000208457599247686,0.001632803674680888,0.0014675428388806872,0.0028149427915122468,0.0031161406834274803,1.921345583225166e-05,0.6297051943308544,0.06069861549298662,0.00038955245666557725,0.0298370758109555,0.006789316994969112,0.00021069712881321425,0.0005919950212149923,0.00032702394007733576,0.000755008660435961,0.003844985350847664,0.07433455923913308,0.0006785623216581476,0.0003077780248584824
SRR5898909,3.316302077562863e-05,7.111354632571726e-05,0.0014700255039728906,5.6046658349654935e-05,0.04520529146199522,0.0008582236984917405,8.490743641747324e-05,4.801118236300024e-05,0.00012761783329005863,6.631065113484294e-05,0.572699047765502,0.0008295071242805958,0.004492199354956065,0.007242497538993433,2.5082555060993856e-05,0.0004279043349159472,0.000582116441763117,1.3852838188965725e-05,0.0008710721729469859,0.011037072656819583,0.0003341597811964445,0.0014438428551205571,0.00021525967480341603,0.028291935682244227,0.001643155202366898,0.00012840100627524234,0.0007037634580048819,0.027746961746660054,0.039802957227107985,0.00024665895410989555,0.00031500061312904527,0.0006179212234896837,9.392093569739527e-05,0.001439875123504125,0.002347690862752216,8.992326012652708e-05,5.7339030055008633e-05,0.0008929377660144362,0.002441517922795961,0.00020863200973798675,4.96365892772419e-05,0.000998240965109259,0.112895030501052,8.984130356226838e-05,0.0001377259078586446,0.0020778941725912796,0.0011165168344081102,0.031709941916565176,0.00021127692209971127,0.00031912281912612785,0.00134223275485876,0.000200172111812991,0.00031748059264753584,0.07881521093936222,0.0016942409323515435,6.327958450710922e-05,0.00018463833952201385,9.552156362113844e-05,0.0005279811757016174,0.0015041637991926517,0.010001386190689169,0.0,0.000345545972347501
SRR5898910,2.4555947757186446e-05,3.9819672193230934e-05,0.0035758465747397585,6.053267433103228e-05,0.002855888128467405,0.0001100430671771771,0.00010695740309823446,2.3960132124791208e-05,1.3702619915060918e-05,1.0768142873275327e-05,0.03353152169237308,8.503679553293959e-05,0.013625628968141257,0.0013288271450630066,1.8454212634276275e-05,0.004065855003318484,0.0001662990008690959,0.006720211763972043,9.121070293083159e-05,0.006609586693327986,2.4359647179333573e-05,0.0011034595715970924,0.0003022456225372144,0.06224434390525485,0.003028520259128409,0.0,0.0005539970269548508,0.006372661738800917,0.004686542360194957,0.0,3.346731005117881e-05,2.2697151653474876e-05,3.1995705537926416e-05,0.00022929684719883236,0.0032779348620734033,0.000337911952020774,2.1289149863006793e-05,0.00012900878548965347,0.0034828800279296693,0.0,1.6722404518519335e-05,0.014306228924875897,0.14980526651107945,1.1167052136324668e-05,0.0,0.00047154011745695795,5.9748806263070594e-05,0.0004634979799486528,0.004656872110059248,6.193579040925637e-05,0.6031204864856397,0.024093176499126324,2.9403957436726926e-05,0.018527375734900875,0.0005381306702876881,3.592263989207647e-05,6.208161369597128e-05,9.468131977052906e-05,0.0003764396838666288,0.00048467793161170155,0.023424622353451243,3.743589838440665e-05,0.0003752672508828624
SRR5898911,7.062039606426751e-05,0.00011918249317169448,7.908251064268363e-05,3.960141091481517e-05,0.003518591702574367,0.00048597425326049647,0.0006814614069572606,7.174605488711097e-05,4.16922231760747e-05,8.014111293782591e-05,0.019193113134705647,0.00022736697046354297,0.01438228605856001,0.0023342982128849183,1.860811353557581e-05,0.002123177645492109,0.0018011342419386378,0.003629431779410557,0.0001677307382143057,0.0016177872999946893,0.0009619075606767253,0.001695738715629511,0.0005374524418480073,0.042890718432078055,0.003909086113853356,4.223354625813989e-05,0.001540436307491216,0.0036466707977106756,0.009301056274434052,2.144639462734509e-05,0.00026573961283675197,0.00011381959465826052,0.00010787381433384035,0.0003573778443908565,0.0016922099361365908,0.0037354668264757305,0.0033946585940441395,0.00046945214704614585,0.015840197131470973,5.428767290069793e-05,2.2979756927971617e-05,0.01157736645209395,0.008659386179634377,5.6465645035940116e-05,3.991693693106879e-05,0.0008029216633197746,0.00022158093804036593,0.0011494921532750899,0.0046564780727119445,6.369074998418112e-05,0.7155374714687757,0.018643021842336818,4.1471879239281754e-05,0.007144773354537609,0.0016550082095340424,5.621280053674311e-05,0.0011075695683936246,0.00016067641258415253,0.0008224721905534708,0.001092007610194747,0.08190113386912336,2.8281419872839844e-05,0.0032987633076754113
SRR5898912,0.0001469169419149713,4.2937774563492554e-05,6.0548357904846903e-05,2.916907856618661e-05,0.010269682252486024,0.00011013788504349291,0.00014784958585333384,3.300609621487964e-05,4.5801187749143615e-05,0.00027381613647170386,0.04089201574746903,0.0007079232664099606,0.0009247927023446828,0.0005629505302583462,5.601193266020313e-05,0.0057435150097930225,0.0006322534067518687,0.010177275339070488,0.00013016548807646657,0.0016887380515546312,0.0001755353907252775,0.002027784353670627,0.00021422887076190346,9.209586764755973e-05,0.0005835359266034676,5.365425657887854e-05,0.0075823950961096806,0.008915200142916519,0.0031146692568972158,1.8148383044585426e-05,0.00012838716102146964,0.00010843286038813588,0.00012151789143582782,0.0002943150318284139,0.0008147851209436237,0.0012964934442724677,0.0004491204519510375,0.00040315032135707,0.0020673140394654576,4.282050709509316e-05,0.00010889738956411394,0.019824880922008743,0.0030587575639474023,3.399944101765558e-05,0.00012747581984659228,0.0019189733928097106,0.0006663715887058687,0.0025551423505683997,0.00685956450522419,0.0008480317489705697,0.6603818611757944,0.15939662013704872,0.00014014513369648454,0.00746234409247214,0.0010180986176361606,0.0001002767667034368,0.0007093651197093196,0.00011876969722659777,0.00030563102670452054,0.002235367415269305,0.030187711811489982,0.0001121598475945166,0.0006504632901200497
SRR5898913,1.5192504927921558e-05,2.1810882916214684e-05,0.00012047180938231671,1.6272542440758685e-05,0.05171052658649683,0.0002227975050837845,3.2343946411723e-05,0.0,0.0,1.641924694750689e-05,0.16643068551821752,0.00022509145702735313,0.0015861411441999065,0.0011940654386133312,0.0,0.0004600138538505156,4.0879271060230115e-05,0.004155763644445908,3.1050222135805555e-05,0.0003910815782357896,0.00033392280802054675,0.0017018108023539088,0.0006393890733466102,0.03621849827317727,0.0001313319711350235,2.623309720733772e-05,0.00013304327174337783,0.000846850384282596,0.0012587778325922686,2.2157248573405913e-05,3.3660299849523174e-05,0.00014327763668127346,1.9299749450694103e-05,0.00012166710180975564,0.00020819784399798885,0.00013943550301571058,0.0,0.0002069787258978103,0.0014341963483048656,0.0,4.3562603281267404e-05,0.008171981834965706,0.018752804695405,1.2130173418632345e-05,4.349355926954702e-05,0.0006112898653975597,8.818967771711209e-05,0.008588673668454972,0.004710905040717763,0.00011369520057625878,0.6509821312458622,0.026673331905266714,4.067792986154834e-05,0.0059658280527283844,0.00032195747478705564,8.618303463523748e-05,2.282603798895527e-05,3.9788147512329594e-05,8.83267332103687e-05,0.00030862388731530164,0.003958151962188636,2.9291166251227365e-05,5.682097935478084e-05
SRR5898914,2.5815626331732375e-05,1.1017373092734548e-05,0.0003955875735221551,0.00010050212641558409,0.11425310021467848,5.538555543398922e-05,2.4741740776657757e-05,0.000137971964389542,2.4189795134558234e-05,9.050751324326193e-05,0.3939784315458993,0.037335697668086754,0.0056718596270337145,0.000988979116834774,3.8282527584350905e-05,0.00025076093494829613,3.347691659648554e-05,0.000420124385403592,0.00012222826959570806,0.0004894948068288694,0.0011475972850214513,0.0001390780830955119,0.0008865672713671342,0.05575333863377606,8.955124161440526e-05,4.475519882738568e-05,0.0002624348721170988,0.002858326381018331,0.005563081733377499,2.6844818949109816e-05,5.649208129040867e-05,0.0030199185554448107,7.301068226483232e-05,0.00015682794520857388,0.004102484746647238,0.00023519054969693833,0.0,0.0020297787169454595,0.000619597300658695,1.2801244456141004e-05,6.447218272922729e-05,0.002706229984199718,0.029464772373406726,2.499234056341935e-05,5.0627595207456085e-05,0.029589593858460682,0.007082204686188712,0.024284739022390634,0.0005930933879731842,2.5636518437591813e-05,0.25426134969297975,0.004606599715884772,0.00013054973945659826,0.006206393435128689,0.0036005156493859203,0.000599211623583583,0.0003874212849145603,0.00010060215157735512,0.00016541621083966833,0.0008279962972781792,0.0015387382443945833,6.482426353381515e-05,0.002098187117877555
SRR5898915,0.0004690796824336755,0.0004792545294917396,0.0004246771369322139,0.0005626565850576488,0.005533497526641995,0.0010802854180936526,0.0013544602093721995,0.00019366720435153189,9.079520464992082e-05,0.00029420537815542133,0.017178875712146536,0.0005755537111562895,0.012653860279843318,0.016242618487265357,0.0002834775132839508,0.0020675745308750093,0.0028030713531131666,0.009568748215242602,0.00033314931799223387,0.0006660902942490197,5.6692159811051205e-05,0.013418827102816538,0.00044328338201086716,0.0013994194918227362,0.0074108074805589565,9.853228623232644e-05,0.002559021652618532,0.005218900036438357,0.015613347573077484,0.00027975412691378325,0.0004361765067602524,0.00019151136098651358,0.00024363095009610232,0.0018293370291956686,0.004395656445476396,0.003135638283484259,0.021389398650777165,0.0013506306296311521,0.013691822203081449,5.700295613751144e-05,0.00040038272362492866,0.022160271305278954,0.017892046638415378,5.7198566226609474e-05,0.0002850895376441544,0.0014153305064188812,0.0019168112376936062,0.0007606515777202867,0.0026030989654788183,0.00016472086855293097,0.4951224752093969,0.042684789800693845,0.00037463923505418685,0.04385782227817892,0.00387979836886295,0.00029705454883651583,0.0016158270442808076,0.00044675845526245437,0.0020058398419445433,0.11530426449321904,0.07399070428077656,0.005760452165816317,0.0009289837523476495
SRR5898916,8.390540851876983e-05,0.0003520577018940039,0.0009745806983532309,3.9387291797177825e-05,0.1357391013259317,4.701199403363031e-05,4.634223145160619e-05,0.00010920704161832108,0.00019060065231608697,0.00030352750138753603,0.605823423121958,0.018592061586136036,0.017159397799081776,0.002289605487173754,4.597410505328916e-05,0.0018205374642987263,7.972315637846513e-05,0.0001044008407278618,0.0009185248512245787,0.00046498551612252754,0.0011609662567346607,0.00017009157472733867,0.0008436886713231271,0.06162839793248585,0.0005175243871841976,0.00026682555350019934,0.008667928784754484,0.0005525884897190841,0.008709702610462859,0.0002185780185528294,4.4677314580899313e-05,0.0014586092325468637,0.0001756928020720004,0.0006033738058140677,0.007867775332033974,0.0006783248538344917,0.0010576264546287453,0.0014541147217857827,0.00824021944087366,3.4662845486483384e-05,7.180455177356524e-05,0.0010878883021712977,0.04130284529790123,8.09632617004239e-05,0.00010341009507171034,0.01516157403696092,0.00467866393249291,0.015305139318012754,0.011353230875185038,0.00021128667405943976,0.0018926816333595627,0.00024902609416545686,0.0003340572955908862,0.010432464175673445,0.0007294445432007748,0.0010589530093541473,0.00016968001245253847,0.0002173940397850133,0.0003812952966134327,0.003092438492143002,0.0011930499144530778,0.0001329188139108863,0.0012240654754096935
SRR5898917,0.0003652906684015425,0.0007975006409915693,0.0004699237288991768,0.0004286880309425798,0.04262963696926272,0.0006975053404125478,0.0005134581355307688,0.00011504457539184961,0.00044638085232462274,0.0014189854563828068,0.03825798978279178,0.005067269675600461,0.009275674709603462,0.0035509688075883996,0.0002127800088969972,0.0024468175784313293,0.0018253457837458876,0.023203894829947856,0.000659956788686115,0.0009591552915458525,0.00028442849522485123,0.0027264352671052803,0.00031955416682911486,0.005020462020983664,0.007443925906000265,0.0002997619767084231,0.00020933927966047854,0.043862226374076455,0.013419567384931642,0.0002042384504875135,0.00035242447162853657,0.00040897022441318864,0.0006168602722250671,0.0016244852441505311,0.004046429327897362,0.005386845646738563,0.001541100183936479,0.0024463142213149913,0.02334557258163227,0.0004314709996900758,0.002352817962002422,0.023742466829665347,0.04177480551405375,0.00010873194915352018,0.0043146048529612,0.01047647298572473,0.004029631366864036,0.003976625304354831,0.0070100808952705965,9.36937637608053e-05,0.3111485290355523,0.07717469214848084,0.001071165211437435,0.05712442563310821,0.02131242236308866,0.0005872012613672438,0.0008456131163728554,0.0008381657907477154,0.0017728364114806604,0.05482113881905298,0.09322016540959818,0.03465310652229515,0.0002179267025935591
SRR5898918,0.0008526967603273897,0.00011421487647310742,0.0007253907451996876,0.0002642933350911683,0.0072755816984947964,0.002771124023850756,0.0018587631049856387,0.0001216118410372888,0.00024133874508550698,0.0002820808866601045,0.014036286943569409,0.00023286583493658752,0.17729998356956794,0.07114469669866524,9.394928124622797e-05,0.0003175797190969375,0.00018714166795354972,0.009067269371789807,0.0011941319633916767,0.04980484480630589,0.0,0.00996567423167713,5.117263468687259e-05,0.0037095917550038814,0.02369859016342244,0.0005348498382756203,0.058962053250028235,0.0014334932807581868,0.040637635835481856,9.252111139832659e-05,0.000531056698349178,0.0005221382874907797,0.0004028666278495003,0.005630129054427545,0.07325576549836697,0.00043566242370770495,0.06741513663266746,0.002458107240321398,0.07545213801760678,6.310838670631281e-05,0.0020579310373843376,0.03350498008333572,0.04955719601791035,0.00011441744501205761,0.002469012681796356,0.0006155156699224982,0.0003958732297040752,0.0010995587990059914,0.00029001459008181626,0.0003070763649737349,0.09776612322680926,0.01017171414626472,0.0003510550327035868,0.009022150712520698,0.00744196477630861,0.0006575385478422246,0.057908627607149134,0.0071024314087463755,0.0008011931813520386,0.0015307565702734351,0.00956478196593206,0.00030146069198286226,0.0038310893710330096
SRR5898919,0.00015547844735776123,9.447618304434107e-05,0.0015626945947232222,9.075663962576355e-05,0.006910123936355733,0.0007513990136263923,0.00023370541331065023,6.65622241297384e-05,0.0001775899065258358,0.0006173158953589448,0.06958412748232964,0.0034836701140762926,0.05514425679235435,0.003408603692438009,6.925236146857101e-05,0.0014253069893224145,0.0003308120316715231,0.0023535401764095275,0.0004034746782749502,0.015215477286246802,0.00019335879733599538,0.00509309120863581,0.0003356063885942595,0.26735503507250735,0.0306120791386004,0.0001574499889552298,0.0021235064721802964,0.017877487408286905,0.04023010305584193,8.58814943313034e-05,0.00015120971467697103,0.00013322196119762818,0.00033540539242685825,0.0010085195331312892,0.012664255728069429,0.011513417092003915,0.010267169370646232,0.0011232715674327144,0.004404515809557425,7.769704693349898e-05,0.0002055628437945602,0.006018298985177594,0.002730040967667253,9.791257136037185e-05,0.0003495995202902581,0.00611846431119894,0.0006957578632319099,0.003519313186199723,0.003301065154156593,0.00012435250374739608,0.3031356977535968,0.00969862270885929,0.00033777157435096203,0.036289340482816006,0.00857298975885965,0.00022550480377650462,0.02672061447323587,0.0009390360022991545,0.001107611203147177,0.0028024340089251613,0.014463286452681441,0.0007648111149293689,0.00396100565570215
