SampleName,Absiella,Acetivibrio,Agathobaculum,Alistipes,Anaerobutyricum,Anaerostipes,Anaerotignum,Anaerotruncus,Angelakisella,Bacteroides,Bariatricus,Barnesiella,Bifidobacterium,Bittarella,Blautia,Butyricicoccus,Butyricimonas,Butyrivibrio,Catenibacterium,Catonella,Christensenella,Clostridioides,Clostridium,Collinsella,Coprobacter,Coprococcus,Culturomica,Dorea,Eisenbergiella,Emergencia,Enterococcus,Erysipelatoclostridium,Eubacterium,Faecalibacterium,Faecalibaculum,Faecalicatena,Faecalicoccus,Faecalitalea,Flavonifractor,Fournierella,Fusicatenibacter,Gemmiger,Hespellia,Holdemanella,Holdemania,Hungatella,Intestinibacillus,Intestinibacter,Johnsonella,Lachnoanaerobaculum,Lachnoclostridium,Lachnospira,Lactobacillus,Lactonifactor,Mageeibacillus,Marvinbryantia,Massilimaliae,Massilimicrobiota,Massilioclostridium,Mediterranea,Merdibacter,Merdimonas,Mordavella,Negativibacillus,Neglecta,Odoribacter,Oscillibacter,Parabacteroides,Paraprevotella,Parasutterella,Phascolarctobacterium,Phocea,Prevotella,Prevotellamassilia,Provencibacterium,Pseudoflavonifractor,Rikenella,Roseburia,Ruminococcus,Ruthenibacterium,Sellimonas,Solobacterium,Stomatobaculum,Streptococcus,Subdoligranulum,Traorella,Tyzzerella,Unclassified_Bacteria,Unclassified_Clostridiales,Unclassified_Clostridiales_Family_XIII_Incertae_Sedis,Unclassified_Erysipelotrichaceae,Unclassified_Lachnospiraceae,Unclassified_Ruminococcaceae,Veillonella
ERR011089,0.00020637010586479793,0.00025993214221556397,0.0006793948163557298,0.1446325078404455,0.008847266017120596,0.007757356429848619,0.0019179551695882543,0.0025010516390706434,0.003359205959755918,0.21437019951942482,0.00027280322020893926,0.004622777380695217,0.00950496257882942,0.0003718052836053339,0.025998810042324735,0.0016268121998366245,0.004212378159978462,0.0009386069435944473,2.0190808401133033e-05,1.359753481031169e-05,0.0011044328936276621,4.7154703599918714e-05,0.012744832847596683,0.0020351063942375025,0.0014430396901889174,0.010913369045278653,9.378454143283197e-05,0.007087838491218449,0.00019342685279480205,0.0011878321390610363,6.494982870069874e-05,0.000827577538971578,0.01216652878113746,0.017483685922745372,1.6799984504858282e-05,0.0004942314132644275,8.810722785587557e-05,0.0027873670347310655,0.0018691518634025592,0.0018295189162766626,0.004628003439970217,0.01863039926586715,0.0002764430324805246,0.00025773237300925255,0.00020091888742578346,0.00023797323658947294,8.904900064690993e-05,5.068265118795731e-05,0.0002470980084475747,6.044353272163231e-05,0.00513341969539919,2.9612824355280588e-05,0.0016812975986755844,0.0002752322140108854,2.2635852361568143e-05,0.00014109919609798187,0.00020359656712020803,4.121476415326089e-05,0.0006480234131752459,0.00020823586251423034,0.0013813169006148744,0.0001250388142558294,0.0027331386206647804,0.001798219834307944,0.0003181906891037294,0.008469964816743326,0.014276793391486164,0.008705126989858073,0.0037794869424374105,0.0001995156259263816,0.0003148236860747354,0.00035051652093087666,0.00015438377936959421,0.00011718609540244658,0.0007492832671087481,0.0027277322460520655,0.00014790946945603486,0.07347866883867592,0.005538463530324842,0.0049470928473010975,6.857344365988972e-05,1.7224363654111974e-05,3.970153237630595e-05,0.0023253835611638744,0.0036124192790709733,0.0004285672381336517,0.003552858485559884,0.0015987461337228664,0.01639199677465523,6.347056068756245e-05,0.001122985768479513,0.23018412425512366,0.07062526437880558,0.0
ERR011090,0.00019317842099646502,0.00026569767746638937,0.0006866381140417165,0.11337154878684606,0.010544657848020443,0.009537192136731614,0.0018301624184470934,0.0024154776133162342,0.0031622755165284172,0.22287373895651533,0.0002717554332665908,0.0048950558366417,0.0070657407536134096,0.00023201435013420907,0.029665708229692715,0.0013310123709563083,0.004215685014551963,0.0010765769997796337,2.145970766582477e-05,3.338832011986789e-05,0.0010227667220677522,4.775158352281831e-05,0.01094768606092773,0.0013727646045996412,0.0016803771515204533,0.012288505641331937,8.993157065157834e-05,0.008240993205157303,0.00020561295652950847,0.0011372369568878238,5.354309280283194e-05,0.0008729567368075051,0.013120949690884322,0.014657469117499947,1.2044330536641469e-05,0.0005081657242530435,8.30415013401288e-05,0.0030336497819815817,0.001398402193050431,0.0015022728252558502,0.005058489177392624,0.01449547541087166,0.0002451093157308619,0.00032526444092530356,0.00017922763109332588,0.00023935915617990174,6.873008125021368e-05,6.096792948449905e-05,0.00022369372525301657,8.347392328785872e-05,0.004921927197001928,2.7549251538488443e-05,0.0018584975916886982,0.0002443839721618823,2.9003984153167713e-05,0.00014039768681585227,0.00019576092320072955,6.51348073825353e-05,0.000705649463948633,0.00020945469966016358,0.0014514012027090168,0.00014224355587357074,0.002554633551111347,0.001704544094150737,0.0002499440920884171,0.009193695531325551,0.010862815044963128,0.008665465550494444,0.003552748381758096,0.0001906980283077648,0.0002585346427850141,0.0003175573132207167,0.00018243408606112292,0.00014143568267135543,0.0005718305251820436,0.002240057796862411,0.00014147773690182904,0.0801793617148566,0.006102902870847986,0.0040665739759412735,7.236526200939979e-05,2.3163964382420914e-05,3.748669491362992e-05,0.002845523397650216,0.0032193368418161864,0.0003598309861215073,0.0037149623164998737,0.0021969435721553915,0.015501287727023381,8.943734805223633e-05,0.0014621385817286021,0.2528773639757457,0.06948716763182694,0.0
ERR011091,0.00024161934946779513,0.0002140091726637105,0.0006718430634628616,0.11338465242362925,0.009742828693969838,0.008738260074636446,0.0018991286435670143,0.002561920281950482,0.0032642955622497285,0.23967683068334433,0.0002965199658788866,0.005525017597384403,0.007039037187821491,0.00023975543488356,0.023485145859606517,0.0012964610068500685,0.004506645663692692,0.0010595014701955687,1.954913783116722e-05,2.4115382220816983e-05,0.0010751740344840865,4.159401829184184e-05,0.010593407277725949,0.0011527213710771768,0.0017990152672828945,0.011866171475352802,9.664753200933517e-05,0.007950927703985821,0.0002291366934004797,0.0012585934701812383,4.014167295535841e-05,0.0008952521637430592,0.012810737349848875,0.013257564292939832,1.4975030155321494e-05,0.0005048290632859708,9.51125464726132e-05,0.0030668698861192026,0.0012946625129570117,0.0015345803090487935,0.005056103848847568,0.01309970871208058,0.00024127801020255133,0.0002831856137104321,0.00019168949242824457,0.0002583749266093148,6.947272916056888e-05,3.122239752210973e-05,0.00023954208178442757,6.124152303437012e-05,0.004905711962482566,3.183916447863066e-05,0.001520167032975632,0.00022874429257533588,2.432780912014926e-05,0.00013243941445229132,0.00020712991584726897,4.061591733680993e-05,0.0005913332143436971,0.00021006127633985914,0.0015137228684932772,0.00015595080860853695,0.002792896469390904,0.0018040957814295527,0.00024762637961900873,0.010619710671497173,0.011410463972004398,0.00927536743625127,0.0033696934741281317,0.00022077930829278875,0.00027769786731207576,0.000298809617012398,0.00017819963892007544,0.00015516250117744628,0.0006002836876339193,0.0022024867341331493,0.0001392118108372451,0.07466807285342336,0.005682146060728522,0.004234960940012312,6.35609654625152e-05,1.1900095810909783e-05,3.412019405818076e-05,0.001468152976848521,0.003220377793847082,0.0004181336323529129,0.0037055536399129636,0.001465942642187979,0.01555655297548721,4.654175564691057e-05,0.0009796071742280792,0.24977385580127792,0.07251892181001669,0.0
ERR011092,0.0003259809604433314,0.0002661726365746099,0.00034050475468606504,0.08206053868736125,0.004428448205616022,0.0017395913808147857,0.0029578832235949747,0.003910464522220827,0.009111641843579892,0.3438649810567899,0.00011344534363611745,0.0021848056879171223,0.006587215082639506,0.00018792877225880909,0.011564660608276123,0.0006531324426090227,0.004221114777556094,0.0006495280534244819,1.1932536195554505e-05,2.0863606495009704e-05,0.0011400675673316194,0.00014248552406501795,0.006263621331926099,0.006636867989802016,0.004333447159910823,0.018204207575349858,0.000628467018877019,0.011024118293207232,0.001373320845766627,0.0013115822398190086,0.0001750954375277835,0.00028246546568065135,0.035211421258151805,0.04681000645465139,3.720022279914071e-05,0.000551839512760583,0.00012201623248408525,0.0012178412807667806,0.0015750797814474572,0.0024890634665250726,0.020028360605980063,0.014777250584381386,4.9805617402432776e-05,0.00015515138319908948,0.00014948998977221624,0.0002933079796785635,0.00020604800086909065,0.0007776071515025725,0.00025865610357108043,4.9999982376121585e-05,0.0041707732967629476,2.341872999671256e-05,0.023274711702834204,0.0004009942262018288,0.00016814714565232633,0.00010098773631737842,3.6457894676637015e-05,0.0002532575039198766,0.0016661167635824918,0.006326048438028867,0.002333752011164222,0.00046967075918341085,0.00040873653831960275,0.005711073809512119,0.00039697264394305013,0.012707376254198665,0.010621925165198663,0.027171170746954253,0.0004463251594074481,0.0026270496233657924,1.654631814434422e-05,0.0007158679665927717,0.0020190109079376716,0.0005670884732140784,0.0006851587925019942,0.00319537057622662,0.00026096673173905196,0.05287327929117402,0.010998811456533766,0.006789616741388582,0.00017329502993011602,2.4813126585292888e-05,8.200042907348906e-05,0.10101462776773724,0.005719369948577138,0.0004979951733796212,0.0020294615438228494,0.00011127898569049189,0.009012789060554114,5.118463669773451e-05,4.860742527645581e-05,0.02657400109327259,0.02080419824237218,0.0049429678920849505
ERR011093,0.0002689911372594099,0.0002497361101128453,0.0002927187798554675,0.06604421315735774,0.00503765793724643,0.0019026050699023703,0.0026064485632319606,0.003608459085384333,0.008631730093754213,0.3596557433801754,0.00011053600483207879,0.002492110690717879,0.0050544728981276885,0.0001368663816930711,0.012311704903097178,0.0006208883342872938,0.004343852265636732,0.0006753422240695962,1.3660310112500274e-05,1.9708015008561602e-05,0.0009521563080703078,0.00013091320232978677,0.005141896540058579,0.0048955354081958126,0.004966760351524765,0.019098940568419362,0.0007093411971096264,0.01223215119663911,0.0013613159452699679,0.0012372410724208998,0.00016702258490317848,0.0003102659994869984,0.03951669561946603,0.039341263069012554,2.794085598825474e-05,0.0005631250053013842,0.00010313287040984221,0.0011570042607454182,0.0012332157842035103,0.002219816805242916,0.020018069333659638,0.012054579997414662,5.593099318935586e-05,0.00019085211678774704,0.00014637027590914131,0.0002684948205054642,0.0001387956206182161,0.0009415156516378709,0.0001940814477507509,6.754401727689345e-05,0.004024853949312098,3.146809034688145e-05,0.025251293165188506,0.00033164002690279376,0.00021488045792940718,0.00010041532177515106,3.229520389314174e-05,0.0003192310597808413,0.001737141631292155,0.006366996137558469,0.002147363188838075,0.0004858458711105978,0.0004306150603111271,0.005273380371443367,0.00035500056726941347,0.013631954997397359,0.0072912270400490075,0.027392508162561745,0.0003433459436856461,0.0026418590203522658,1.9756311074167102e-05,0.0006785054211675489,0.0017739600628077436,0.0006272751674860288,0.0006264876653726981,0.00278691091373676,0.00022684375300455436,0.05595317661303575,0.011505631198070503,0.0057886405672859876,0.00016227364142224927,2.69132473895541e-05,6.884441623332822e-05,0.10908654117056865,0.0049604674153553175,0.0004558371956489496,0.0020403654374925298,0.00013385114334243066,0.008046187348742415,3.818615543880345e-05,8.153152441912979e-05,0.027082315272435178,0.020678168100307828,0.00522860072975306
ERR011094,0.0003475414677038732,0.0002173411627342898,0.00028912997627789875,0.07274997132020852,0.0042406869526369784,0.0014851954630916847,0.0029427337889296524,0.004282606471824262,0.009612988311980349,0.39342392320527414,0.00011486245680005577,0.0022286477944893006,0.005215563112534119,0.0001479343083868692,0.011738928886192577,0.0006584614984878968,0.0048893150994118815,0.0005717585449505105,0.0,0.0,0.0011322472768564927,0.0001260500111492488,0.005304464978499824,0.004760924642916024,0.004950536922657562,0.017067682625013514,0.0007883768700717852,0.01247208077929312,0.0016549520724926906,0.0011588321235525604,0.00015224070524783693,0.0002573381766155894,0.028072341741076,0.0338507743138416,2.6528206715744227e-05,0.0006082115402622077,0.00010420272413113991,0.0012858748485339005,0.0011697513973534931,0.002613870129024831,0.015228682070757319,0.009876319259508907,4.949321259822098e-05,0.0001510293670505948,0.0001575240595853447,0.0003365521952053285,0.00014477011753820967,0.0003995188500177458,0.00020542970491964677,5.175332262230547e-05,0.004218050238047508,3.150296669956995e-05,0.021638898651791943,0.00033240149158172516,0.0001956005163312947,9.914362081777452e-05,4.795441660414041e-05,0.00018479163933416781,0.0019655609012453816,0.006808939751216425,0.0021396872529511764,0.0005352450131493193,0.00048008147262750456,0.006315974890460717,0.00036405129220387666,0.016399854694807606,0.007226667872545961,0.0298757375223465,0.00040067747008782083,0.0026427847821067943,1.737564299417076e-05,0.0007838027415423012,0.0022457062555028373,0.0008123814612773625,0.0007174123995739083,0.0031393003037029498,0.0002354622122546394,0.03646886066163625,0.012551263112807142,0.006440047992800443,0.0001684630129227593,1.528135480280382e-05,6.217941610483386e-05,0.10360322080289949,0.005140280102754998,0.0004887636649230678,0.002148807342287733,7.880353177930139e-05,0.008408418004485836,3.800684600702489e-05,4.815178217698058e-05,0.02508773980590568,0.025648371949629954,0.004432349075246675
ERR011101,0.00026037097040632225,0.0004920202282332952,0.0003294226811895964,0.04688205731392115,0.007447124721038676,0.007919870510113863,0.0001925961301112807,0.0006245651035408933,0.0007882238498258564,0.06992608322357867,8.280967465327778e-05,0.007094319406230322,0.00017411036538919977,4.461572641271661e-05,0.018424738738204428,0.0002502891079695093,0.007599828653966024,0.11428644684900435,0.0036215135319192294,2.8943496672524103e-05,0.0016932606175158779,2.6557816568702632e-05,0.00401768748398531,0.0008811122430337398,0.005145131976834274,0.007724437646506908,0.00012189367947946805,0.010044429258310368,8.898717500863618e-05,0.0002151491888674474,2.5782052281089185e-05,0.00028804128567515904,0.016122404429503988,0.012294479556822547,2.9616063054920215e-05,0.00014749546732701645,3.4823447870289997e-05,0.000604129412814885,0.00022735334076692695,0.0006884577547517636,0.006283252568634301,0.006677108591309505,9.470540244831408e-05,0.0036267320641232754,7.120340133069489e-05,0.00026200246993331454,7.789131611618197e-05,3.684503132898267e-05,0.00022103055277817235,5.8678002033261624e-05,0.0026537484451455732,3.788271652227152e-05,0.003152249132725567,9.110091113159411e-05,2.0019860016273145e-05,0.0002108000498593255,7.205632419764253e-05,1.2947067805128247e-05,0.00032423271336346756,0.0015765464826093356,5.583128581571465e-05,0.0001197878779938158,0.000964847243916809,0.0008553370266600904,0.00011640673022209966,0.006810323644846697,0.001811525398938508,0.007554825748582064,0.0239259750324214,1.8757064765468423e-05,0.03318913240762878,8.119644914145494e-05,0.4516826311001846,0.005549382223820997,8.725910512098146e-05,0.0008295110097637441,0.00035208197156680294,0.02751324519449475,0.010588893721413993,0.0007042022796699907,6.316413799305358e-05,3.388227610688259e-05,5.627973545256643e-05,0.0004683115926288937,0.0012587021497111165,0.00023760593755631551,0.0010459222046771991,0.005389582235385433,0.007395614317148615,2.5252981812066646e-05,0.003583682048312932,0.03454859069084489,0.0005527679336770182,7.72759589513321e-05
ERR011102,0.00024184394320887827,0.00043412156183571867,0.0003956765231710151,0.060938077518008775,0.006588334329023897,0.006831181473899179,0.00020261969241121088,0.0006774604913933906,0.0008546193190588001,0.06631075553582164,9.215013572395492e-05,0.006971596718570081,0.0001991653393785048,6.877682617188253e-05,0.0168543046560858,0.000344726149504246,0.007544797150902927,0.0991695013030156,0.0030031231586040877,2.270477482751149e-05,0.0017765919077938734,3.7303567003958174e-05,0.003848952843947892,0.0013698561228072679,0.004687994165600663,0.0070057134415035015,0.00014282237633330203,0.009236679756705406,8.730237027606796e-05,0.00023931759175078066,1.0165640861726136e-05,0.00024651199826844386,0.014156805631586349,0.015545684366874389,3.1395622936104765e-05,0.00014336546418120233,4.402901308647351e-05,0.0006541427756560182,0.00031239561258722105,0.0008010831073924336,0.005997654507387154,0.008979078181774094,9.694899100064806e-05,0.0031825455349031554,7.352977640828179e-05,0.00025352734995032683,0.00011693520968146154,2.9585904034369617e-05,0.00025266619533002984,8.670548442926712e-05,0.0027194840148603377,3.5615449738678316e-05,0.0028201563005986283,8.950455954356283e-05,2.4154226518752827e-05,0.00021086209917851157,7.329547749078317e-05,1.4711970093600687e-05,0.000290522616215277,0.0015988561133582673,6.327229477189067e-05,0.00011799505135640598,0.0010124214962189382,0.000873708386110041,0.00011393466463764159,0.006578359151917357,0.0023234823968365783,0.007757495471011812,0.026303247532334637,2.1425024031844937e-05,0.03575976893480925,0.00010268709900991653,0.4556709400568332,0.005421395882399374,0.00010144595709483934,0.0009821295606337263,0.00031719447339471695,0.026115394084153674,0.010190825104765093,0.0009245812227840001,6.56361399961001e-05,3.572272039150607e-05,5.583975577675233e-05,0.0004103381641155831,0.001483944206303655,0.0002922345460027903,0.0009627365035051065,0.004606088753573405,0.007888105497846807,2.7518160470056635e-05,0.0030393325511326166,0.03468834672833419,0.0005740752898996092,4.8387197281418486e-05
ERR011103,0.00023951891918430919,0.0004320009330018648,0.00036597290918614,0.06275324226405894,0.006605856595436832,0.006940705409128365,0.00021910286058936978,0.0006927465584321188,0.0008617971935935306,0.06596628890472606,8.901198290274828e-05,0.007010893809331275,0.00019201789171459057,7.411219691213198e-05,0.01693758937471433,0.0003497339353710771,0.0075138579098350455,0.10014394217222643,0.0030257784960772832,2.3949633576011412e-05,0.001793933333546336,3.947548612234355e-05,0.0039856881759473654,0.0014462569594745388,0.004759958583264416,0.007014658941394768,0.0001468267251362664,0.009131078781108174,8.537800243395618e-05,0.0002413995700791204,1.338277259612534e-05,0.0002561031661222079,0.014199748195539524,0.01583840410567893,3.3668179945288606e-05,0.0001480243942891373,3.3989982990639485e-05,0.0006513917233529746,0.0003303772230182527,0.0008138612572482827,0.006022542079409068,0.009319233445701985,9.474731923583563e-05,0.0032617943972585483,8.097905224446072e-05,0.00024873244605122085,0.0001168051680810757,2.559351972843051e-05,0.0002424001822426849,8.467710256416628e-05,0.0026664960131395476,3.4588888795704124e-05,0.002789737437117385,9.6323430064566e-05,2.4185811833976363e-05,0.00021678243299972204,6.400116064376793e-05,1.1000753825886153e-05,0.00029193996069896896,0.0015698823029220163,5.987563041354608e-05,0.0001187298225834083,0.000987825041669112,0.0009000300294311421,0.0001092834067497769,0.006620740531936627,0.0024492888701654844,0.007700874954279227,0.02625120978682031,2.3578105409681347e-05,0.035982349195490884,9.706738120234345e-05,0.45216214031187496,0.0054656960361226005,0.00010922706723254154,0.0009550766074354344,0.0003061667851997939,0.026101404014700146,0.01005472450265217,0.0009346914796948889,5.815489287887997e-05,3.8649775828825576e-05,5.0541192597848954e-05,0.0004157345629345056,0.0014978110290088215,0.0002663297501580712,0.000984262676528051,0.0046073370791143336,0.007917554415222855,2.4546315546200465e-05,0.0030979571003563744,0.03436960570790878,0.0005752454563780127,4.21220706284036e-05
ERR011104,0.00023524577052834602,0.00042414935586518446,0.0003815091773747579,0.06714739204554279,0.006469744356638619,0.006656912768885409,0.00021060181582862597,0.000703087598053213,0.0008833144098378527,0.06514030937361599,9.460121311750313e-05,0.007002503230071059,0.0002191058713293549,7.255832430005361e-05,0.016512453734607403,0.0003894535819501491,0.007378117808581103,0.0966658014261513,0.0029002729535272656,2.4237823372912174e-05,0.0018354294904823344,4.4370749924950294e-05,0.003965040929103365,0.0015970803657401806,0.004603002003615107,0.0069483797100369366,0.00015222274067769833,0.009047004963970484,8.202954089662622e-05,0.00024112273865013154,1.3078139685775414e-05,0.00026069695226312375,0.013750752791633887,0.01661531784460708,3.330407707171134e-05,0.00014366283103616745,4.133802580582083e-05,0.000641189294566037,0.0003657205515022089,0.0008371870061909055,0.005982647132150666,0.00991694878842659,9.575093979665689e-05,0.0030579438021380444,7.703739050312018e-05,0.00025232228983831034,0.00013421274253059737,2.6562152783996233e-05,0.00025804420003850244,7.516261910640202e-05,0.002706936501358386,3.158601550825408e-05,0.0027165918921613916,0.00010222078970872824,3.080450140730491e-05,0.00021300640624209423,6.215832610786937e-05,0.0,0.0002979511958764183,0.0015623733046199251,6.155796242212251e-05,0.00012131260155338772,0.001028239263556668,0.0009051058856342332,0.00010962257785757901,0.006528551525608705,0.002566405181665608,0.0077881848310670364,0.026690540084914158,2.0132805875070766e-05,0.03627110167136431,0.00010271315867155593,0.45220661514147364,0.005395164333203074,0.00010970128421179062,0.0010138150785654531,0.0003136313343621012,0.025770360826548377,0.009987376864421393,0.0009693197149441131,6.008722877298366e-05,3.387637991327068e-05,5.8831641896850085e-05,0.00040797750920481857,0.0015536171711271508,0.00028007353114984144,0.0009577611629903045,0.004322816122260782,0.00809096890639863,2.7956614278156974e-05,0.002896956403119633,0.0343837363493416,0.0005861416911513089,5.0182783531599555e-05
