SampleName,Absiella,Acetivibrio,Actinomyces,Agathobaculum,Alistipes,Anaerobutyricum,Anaerostipes,Anaerotignum,Anaerotruncus,Angelakisella,Bacteroides,Bariatricus,Barnesiella,Bifidobacterium,Blautia,Butyricicoccus,Butyricimonas,Butyrivibrio,Christensenella,Clostridioides,Clostridium,Collinsella,Coprobacter,Coprococcus,Culturomica,Dorea,Eggerthella,Emergencia,Erysipelatoclostridium,Eubacterium,Faecalibacterium,Faecalicatena,Faecalitalea,Flavonifractor,Fournierella,Fusicatenibacter,Gemmiger,Granulicatella,Hespellia,Holdemanella,Holdemania,Hungatella,Intestinibacter,Johnsonella,Lachnoanaerobaculum,Lachnoclostridium,Lactobacillus,Lactonifactor,Marvinbryantia,Massilioclostridium,Mediterranea,Merdibacter,Merdimonas,Mogibacterium,Mordavella,Negativibacillus,Odoribacter,Oscillibacter,Parabacteroides,Paraprevotella,Phascolarctobacterium,Phocea,Prevotella,Prevotellamassilia,Provencibacterium,Pseudoflavonifractor,Roseburia,Ruminococcus,Ruthenibacterium,Schaalia,Sellimonas,Solobacterium,Streptococcus,Subdoligranulum,Traorella,Tyzzerella,Unclassified_Bacteria,Unclassified_Clostridiales,Unclassified_Clostridiales_Family_XIII_Incertae_Sedis,Unclassified_Erysipelotrichaceae,Unclassified_Lachnospiraceae,Unclassified_Ruminococcaceae,Veillonella
DRR127524,0.0007282101455752762,0.00015303011694678135,6.718147021975916e-05,0.0002030264404373428,0.006983404236493552,0.0005463929363388651,0.0003964686695795191,0.0001221969310972905,0.0004057042989840381,0.0004584692877384075,0.05264227892884104,1.5859708783504973e-05,0.00038759365107303624,0.00037033119382583266,0.0027890246687723875,0.00019413455284529585,0.00235627941174304,0.0005253454510928793,0.0003074463949245649,1.2188318693614344e-05,0.0014994894665231212,0.0013057305559405978,9.509777741263465e-05,0.004325462492720543,0.00044358831196660307,0.003396472845055078,3.7079706495858495e-05,0.00014964063887237613,5.855333665434748e-05,0.04305772991576954,0.027083609361874192,4.685044149279767e-05,0.0004366616143404182,0.0003831500127198969,0.00031822400701198006,0.00218276805761108,0.004062682599408672,0.0002689855350935741,3.580379419669041e-05,0.00464399988041006,0.0001570698019610586,0.00037785355159145837,0.00011400931064982371,8.557990848946512e-05,8.847413774088152e-05,0.0013302597660299806,0.007977813403456786,7.64034255363461e-05,8.048035402817077e-05,0.0002659304431667556,0.015238941078205693,6.52934728544337e-05,4.767509398687927e-05,0.00011924434191233945,0.00010472599191423177,0.0015030250531083652,0.0033698517869195006,0.0026069311308210556,0.009021766635947785,0.004167680467180664,0.03455946163632067,0.0002732433581632642,0.5492580869390434,0.020100329293841077,0.00022520187593580608,0.0004097002515484066,0.016939151518278905,0.009778066403765868,0.0012526854917913122,0.00015234982539363408,2.058333907496992e-05,0.00010181157758690805,0.08433393515297005,0.0007172040260635776,0.00010128420740856935,0.0009059364499650483,0.00012674203116483398,0.0034766326566041885,7.626966090897937e-05,8.890044816059986e-05,0.061710227277445295,0.0006099901665888953,0.0044870500908977245
DRR127532,0.00017984275341676294,7.361321195438608e-05,0.0006553550857658564,0.00033443426916590505,0.011056528989711547,0.0038438522695388917,0.0042220916471975645,0.00020651925233599098,0.0003183845072338706,0.00037640841221578105,0.22234734995561153,0.002087466366630976,0.0007080870582411812,0.0017209342040383773,0.22766411419799681,0.00014866486304831764,0.003051470565064309,9.213324401388198e-05,0.004061066369570748,5.859097191123486e-05,0.0017566184891098283,0.041493651410090045,0.0021633442272360804,0.0184867430008725,0.0001739867879410198,0.03538198047904735,0.002024206451856455,0.00033140343073038926,0.004174715842818813,0.0028053189791477215,0.0031442867390659894,0.00048816351054828416,0.005701017906417981,0.0003351091116411036,0.0006292327643966878,0.005514757899577617,0.030281442588057882,0.00034908048818654174,0.00015003253714352378,0.00013076581703451762,0.00095772359671876,0.0004021394243442331,6.832481939123213e-05,0.0001624914113130263,0.00015289876366559249,0.014092338363007648,0.0026030090419305483,0.00013262034942591638,5.826449892307561e-05,0.0001430308053444167,0.0008039808317480784,0.0001852690515084321,0.00047708452362722433,0.0005816694177127363,0.00016200136190102696,0.00383227162806782,0.0020153335584967872,0.000795596020665875,0.031472777911985626,0.0010378510624389349,0.023386672569289516,7.529730132732799e-05,0.029672946742904195,0.106424618290949,6.619483930268739e-05,0.00034451711140587625,0.014025476854847284,0.004359540278225495,0.0016955739579595772,0.0020330783213787134,0.00014315634090250666,0.00036718715019844997,0.1037132684418281,0.0009862470176866505,0.00010634740483541917,0.0025859699085285194,4.8121605755985475e-05,0.0027443327013938457,0.0001689805216526686,0.0009289344265911321,0.006272672065667771,0.0003335069844830355,0.000657916065084935
DRR127535,0.00014606915984935413,0.00020485952282162692,0.0,0.00018068692082526792,0.009610618351460425,0.0046697619098617455,0.008764337605205999,0.0001698131517111594,0.0007780369395844886,0.0005157862086738249,0.09612322168283892,1.8615854364152085e-05,0.0003917691566532479,0.11465474565034997,0.016159659188825986,0.0001147116841981856,0.0003437837182966742,0.0002853395097851342,0.00022055022934750048,4.491792246528464e-05,0.0033014887856259506,0.02508494349618124,7.785902339784374e-05,0.006542690902206955,6.0781039125693536e-05,0.004491732446144171,0.0003319115393003626,0.0006531925940327852,0.0001604053655473245,0.012813478832229988,0.024915443608264094,7.266527381989041e-05,7.521991926783572e-05,0.0005276590514338232,0.0003461378052174393,0.00700707810377359,0.03204888769705889,5.1455738573088885e-05,5.709236752599304e-05,0.0001815685521955167,9.202414904127573e-05,0.00021841794908118977,0.0,2.617861913547841e-05,1.683753679337791e-05,0.002018416858928442,0.004726687573302507,0.00018337440211641271,0.00029837068936853893,0.00018518511360160535,0.004608241295821475,4.7195194436445587e-05,0.00019533256973701673,1.50084943709255e-05,0.0008939067583896976,0.0008979229787638828,0.002379544295385979,0.0020524240762994275,0.008862115371742712,0.0006149728094520032,0.0006524047849588732,0.0001345731102007465,0.5041496397310852,0.002821382880612055,5.713477007552412e-05,0.00042563903757145534,0.02496793795902173,0.04618806282905033,0.0006349557578616413,3.292120968085322e-05,3.736984595184056e-05,0.00024365587897417837,0.006207311399387281,0.0012428922520715535,0.0003210631835214065,0.0015614366329966597,0.00037106327205240576,0.0022071592144731972,0.0,0.000350516892816246,0.006006079463973895,0.0007240919182284039,0.0001315747316246604
DRR127537,3.501849547885212e-05,1.747445782553396e-05,0.00020788574581102906,2.961931175753874e-05,0.00041609985575128544,0.0010297278349885072,0.017120370715454667,2.8628732956198235e-05,7.368305044606102e-05,3.926138697792272e-05,0.15380896879778685,0.0,0.0003474984060856214,0.4125245596446525,0.02068747212069389,0.0012853517288895155,4.001656568108521e-05,0.0001933299450543285,0.0,1.7348469069059765e-05,0.0005648892236555581,0.04245965706388562,0.0005074381384811314,0.00020899448886518252,0.00112594020524045,0.009551013978526585,0.00348733954404703,2.9616516318908068e-05,0.0004952243139026133,0.0014760178372721735,0.003473105228192349,2.569298986011335e-05,0.00014768923019500225,0.0004587337846238824,0.0002430585287690158,0.003295265969738288,0.0030492077760642636,0.0001256102917550231,1.2152061061316434e-05,3.2561570432276815e-05,1.393119231370335e-05,2.658687591124937e-05,1.5112612267508208e-05,1.8695580720412902e-05,2.4088159810666288e-05,0.0008269343819823698,0.15412100868225584,1.9855885427781047e-05,0.0,1.4610878092435998e-05,0.000558763070883614,2.3756377399639288e-05,2.0755462415169957e-05,0.0001877050986040669,3.137773262634846e-05,2.6599932941957727e-05,0.0002458530153899462,3.196388852984431e-05,0.0015126871755825613,2.1268527434667417e-05,0.0,0.0,0.0006459497889230907,1.6475823734856666e-05,2.0920493507302552e-05,2.0726607866222057e-05,0.01237586800118757,0.007926441948863792,4.1738224900913017e-05,0.0002374887088746607,2.248823691499598e-05,9.16056290668305e-05,0.08768431656300474,0.00011211681686807972,3.3583790699112326e-05,0.0008120493182991522,9.011280186274482e-05,0.000560557855992975,0.0001078982811840499,0.00012431606748500675,0.005122018223762216,5.536181154421516e-05,0.0474848864686206
DRR127546,0.0007609572240972192,0.00029724456355011765,5.548834594769423e-05,0.00035595706238040976,0.08153131206112833,0.0025616202947524027,0.0032096561081212407,0.0005717900667771237,0.0015079249918608065,0.0005548536440302208,0.48989848978655354,2.4553261492378756e-05,0.0009350349413229417,3.730955506747762e-05,0.010198795307705623,0.00030635973337280234,0.00235456736590497,0.0007041500481688932,0.0012813363516679826,0.00014735419358655367,0.009693924871348602,0.001269679818989035,0.017174590912167734,0.0027271813349097652,0.00024340196373953617,0.0036774275767765007,0.0002593345343840078,0.0004490774023603556,0.000823401834346324,0.011077109206259001,0.021199088250579683,0.0006338434409471329,0.0004307461927354649,0.001931103493593337,0.0002949574682205838,0.00472242231436285,0.012388385395031806,5.7434268728124645e-05,1.147713320248923e-05,0.0052720316871650245,0.00037953822586934104,0.0006979068832227863,0.00020392047772587802,0.00013465819969503865,7.695190704979977e-05,0.006107617167282731,0.04013366872061234,0.00021669927392475863,0.0001288884703038663,0.0004821585967057326,0.004515943847813732,0.00018535191655291272,0.00013447627653284363,0.00017268952315574842,0.00011147499688592876,0.0017844197833211267,0.008214611739944044,0.004419031387441072,0.003372234144777835,0.027654543047439462,0.050368336833041163,0.0006837099327077016,0.004027967513846002,0.0014060816862948673,0.00012789324834700539,0.0006392429143003522,0.03742448411981173,0.017036772506028502,0.0019926727638345924,4.824730445132051e-05,6.070810402619656e-05,0.001393297907002007,0.0015903739387227714,0.0007287080522199036,0.0005492130738016883,0.0027638272794300554,0.0005621679800709448,0.009826428638872918,0.00021858955534699727,0.00030963321732787246,0.07482219389931083,0.0021303210520585455,0.0005309698855530799
DRR127552,0.008945724559262647,0.00019388806774887817,0.00010198459107886269,0.0005165842645037895,0.007520968927314305,0.0005593066266160124,0.008039025565931106,0.00016555943841529026,0.0006617132570086517,0.00023904127820303242,0.6723958355759002,4.002429118495772e-05,0.0005672129771000952,0.06837977929238186,0.04319243894547601,0.00015893675056014554,0.0020298485471237976,0.00012024733190303183,0.0,0.0001246739670833511,0.00042175810397610176,2.5341769474059106e-05,0.0004830062628280251,0.0005750920814322089,0.0003353395509644137,0.0005663941359974493,0.005336947625013886,0.00012176843872073765,0.003949815852825769,0.0030144299661732546,0.014687490512853948,8.209807253076904e-05,0.0001985586047311231,0.007097898779789186,0.00017731823120138834,0.019876855276092686,0.0009349465255196866,9.225476482261425e-05,0.00014133369647232387,5.7855866076069206e-05,1.9360982253208496e-05,0.00032073347487759625,0.000212996073951067,6.531584824556945e-05,5.870281855907044e-05,0.018948484547072337,0.015197264116635825,0.0003452929603457113,4.732071162600211e-05,0.00010840836867952572,0.003953732846796619,4.1472032910436575e-05,0.00016851748199520536,0.00011697751556748885,6.306873844894479e-05,0.0004284459386416443,0.0005110461724619811,0.0002836545690591114,0.006399619530425228,0.003311342542177218,3.6297862142007784e-05,3.404063815715304e-05,0.0008180217148295739,0.00013089147127183452,3.91422600344195e-05,0.00036485106013334245,0.0014150166223645887,0.0008276323136906717,0.0013274553866501637,4.694500004342281e-05,0.007503532461458017,5.40840706768332e-05,0.0030697610361313473,0.00021693045110198045,2.764587857535048e-05,0.010279815501884044,2.4011743436995892e-05,0.010202743881455091,6.956104395557626e-05,0.0008447100305358616,0.0019465622928077127,0.0001301515951110421,0.03785914004053151
DRR127583,0.00032681664665945706,0.00018430119156502675,3.462965482663177e-05,0.0004888201828004277,0.0839679815372559,0.0037014542395172245,0.004170767287771888,0.0003482254366500645,0.0011955385109567779,0.0011040958657010627,0.44573018186912916,2.5190255440368254e-05,0.0011722627544588466,0.00038508434544510704,0.020433376250899624,0.0002954104100526829,0.0016041871056961341,0.0013900925762912494,0.00018360110452957055,7.4674457301735e-05,0.005154650532699042,1.924327888434651e-05,0.009580380284529226,0.004180450944582754,0.0003399325835062649,0.007275257578536731,0.0014050097837737395,0.0009887410008770738,0.0004591528503889189,0.007842879749862959,0.02648959404111026,0.0004484530084089186,0.00027141927906333083,0.003644693013687455,0.0007776918221432013,0.007116615461736225,0.04870181177456773,1.5903730401586693e-05,2.2833951996788607e-05,9.989448535706619e-05,0.00014937218537452855,0.00045203660455236656,0.00029786550279408227,0.00042184366891517816,1.7479842761120885e-05,0.004406375303793057,0.028320377588470332,0.0003918124870171302,0.00015504799891195303,0.0004878155636280434,0.003425757836932258,0.00010968618520126622,0.00034670358670368684,0.00010711481333057805,0.0005938312121667337,0.003389110541363821,0.0007730696094860499,0.004664312311272363,0.00694305394074603,6.013993982289139e-05,0.021570393976174766,0.00019312768411258434,0.0008962323131487615,0.00289097867670822,0.00040229551442896606,0.000974962244920198,0.022072557054152217,0.1114539789361063,0.0006790155246634712,6.837103396469136e-05,4.0257114770848076e-05,0.0020062694827144324,0.00019941393796848122,0.0019942249607136616,0.00044503198133764225,0.002153995073980075,6.934546533612333e-05,0.014713437218900846,8.529998220755764e-05,4.855104446507341e-05,0.05667693598677587,0.013072340153106387,0.00012887707703667173
DRR127588,0.00019285258990667787,0.00022668563273887696,7.255771033128896e-05,0.00047619374060743586,0.009768542706662104,0.00626520114886442,0.0018941895687050148,0.0019184446308269946,0.0008099395219007836,0.0008470953021467413,0.424506450338013,6.683343658381793e-05,8.987942735085406e-05,0.0331599960287491,0.06002809561458716,0.00030689913344236037,0.001755401331319743,0.0006722802849964086,0.0004912882328833288,0.0002192583726127966,0.0012089272648137448,0.018481687332186178,0.0006150384294416507,0.001694703767678986,1.668986808922533e-05,0.0058490136358370255,0.0018778279030137557,0.00015496458510473328,0.00529316251430406,0.03727677888556334,0.01298983509532299,0.0006621395597600629,0.001083470512684749,0.005930327740757441,0.002305361738231806,0.0012930798856500558,0.0006632970708831104,0.0,3.647844196614985e-05,0.00014874685447881,9.020544685981445e-05,0.00024045562580812308,0.000298073127157757,1.0904845849826634e-05,4.607415870266995e-05,0.005387201404528577,0.0017716579356164021,0.00020171894163807243,0.00010695804692856744,0.0001787295493805115,0.0002451872195828602,0.00021827110723662008,0.0018620098647993478,0.000388905197161584,0.00043846600493526665,0.002301183479254098,0.0066455098110441355,0.007074741696949217,0.06840794298509656,0.000258410992509022,4.817221948033344e-05,7.31296190293126e-05,0.0009067688722669351,0.0005971014548661319,0.00013590173938289243,0.0008648496141314186,0.058093212059818516,0.03746887230959577,0.0023850485899964305,0.0001334435166117775,0.0051041135223571215,7.913031498217065e-05,0.007812311182712807,0.000497715714292864,0.00021489641335838171,0.00398682486831388,0.00010773686747952521,0.0025232205194747675,0.00010690745193341612,0.0007274778551018881,0.1100992492581162,0.028901618101172415,0.0016100746554892332
DRR127596,0.00019513788170902332,6.705557208437837e-05,0.0003974917484319265,0.00032306672995565956,2.4429871372421564e-05,0.0015374008248903398,0.0002225583327656653,4.092182722016657e-05,0.00020334051978062725,0.00018370452606154093,0.032410612702744646,0.0,0.0,0.0937813418758114,0.03420884298819003,0.0005535187737533063,1.8406741040064103e-05,0.0001243127029865305,3.60842628016258e-05,1.5719395841383184e-05,0.009798700876195549,0.013681716881776633,1.4326930850691215e-05,0.0008008928641188288,0.0,0.001339263241410472,5.057189703808751e-05,0.0002098149619184065,0.004597308987391283,0.005803366482460552,0.009405664709689173,6.864162175347552e-05,0.00020899420273092734,0.00020870259945310503,8.261141768929956e-05,0.013349735165248323,0.009506405958737021,0.0014223507589264067,5.1674839759586454e-05,9.388076483932608e-05,0.00010937947943058883,0.00013688691986112286,0.004411214623065971,1.2257803986905856e-05,0.00015464475882254674,0.0014136211852992218,0.02829949909200679,0.00010654715037805476,2.619419554615508e-05,0.00010017607372993588,0.00024727831395195187,2.1397049640973683e-05,8.090480906605461e-05,0.00017257446993035094,9.669957357355301e-05,0.0008846091224752631,0.0001512100975099722,0.00048284943422595666,0.0035317536135483834,3.378723153562954e-05,0.00013364930941583001,4.44550100811134e-05,0.0020131199226311666,0.0,1.6674484543899883e-05,6.47321861949513e-05,0.004857213372062002,0.0013579790494502356,0.00014023035271480558,0.002312204752330427,0.0003339853467984005,0.00016671937141855706,0.3912017880608914,0.0005156901646081853,0.00010031342961823536,0.0016247226898639625,2.5215419865435512e-05,0.0018209560765517002,9.065882347222674e-05,1.77357842773039e-05,0.051512638012076915,0.0002759240330540217,0.265861336911066
DRR127597,0.00045966198967674874,0.00014496091601359808,0.0,0.00026523115731547325,0.053265365774096886,0.0015251785249333419,0.0010860089732846285,0.0009394349161707393,0.0009482734866619469,0.001681744367233176,0.14233702342560248,5.1093912875027564e-05,0.0063870626125859834,0.008322214736863068,0.012758957496689555,0.0007494963779249109,0.0018360359470169488,0.005032748812498022,0.0020090008936473275,8.55175161250896e-05,0.002859685107098731,0.0027403532316864427,0.0018907708356601205,0.004760908631678128,0.0002677119595799123,0.0058173718725920715,0.00010159704782980833,0.0006626970928894293,0.00032343148710763293,0.01793823140596816,0.032842046154118995,0.00029401872830962783,0.0006553993193434264,0.0007211602841438414,0.0008789495766076921,0.005496864015467455,0.009310904406460749,1.2716629494646764e-05,9.706943642781977e-05,0.005979601921494049,0.00010013717019692897,0.0040272122530079215,5.8459978739228244e-05,0.00017786176082430105,0.00010569664508236281,0.004235281834464328,0.023538091507996833,0.00022773877891551074,4.263080720611605e-05,0.0005730395560093825,0.008076095076548998,0.0007225972288411413,0.00040271964674544946,4.247972819487115e-05,0.00033392893091277654,0.003296045706569009,0.005503074721666814,0.0039553597936683935,0.011705492808192185,0.000294610597320355,0.003210186916256281,0.00028163867258156023,0.46684903173950193,0.001289543206306868,0.0008321152854427029,0.0010844909768316557,0.025442073239225017,0.010551870728717352,0.003929754967256428,0.0005173707063107539,5.673961655285643e-05,0.0007713848262291868,0.0013273887372337442,0.0015091518687349898,0.0002729832916254965,0.0014009023274132748,0.0002364215590478944,0.006936369525178438,9.494019547346658e-05,0.0001704451782236134,0.05535900593162965,0.016804124190429263,0.00011701080152076051
