SampleName,Absiella_dolichum,Acetivibrio_ethanolgignens,Agathobaculum_desmolans,Alistipes_finegoldii,Alistipes_megaguti,Alistipes_obesi,Alistipes_putredinis,Alistipes_senegalensis,Alistipes_shahii,Anaerobutyricum_hallii,Anaerostipes_hadrus,Anaerotruncus_colihominis,Angelakisella_massiliensis,Bacteroides_barnesiae,Bacteroides_caccae,Bacteroides_caecimuris,Bacteroides_cellulosilyticus,Bacteroides_coprocola,Bacteroides_coprophilus,Bacteroides_dorei,Bacteroides_fluxus,Bacteroides_fragilis,Bacteroides_ovatus,Bacteroides_pectinophilus,Bacteroides_plebeius,Bacteroides_salanitronis,Bacteroides_salyersiae,Bacteroides_stercoris,Bacteroides_thetaiotaomicron,Bacteroides_uniformis,Bacteroides_vulgatus,Bacteroides_zoogleoformans,Barnesiella_viscericola,Bifidobacterium_adolescentis,Bifidobacterium_catenulatum,Bifidobacterium_longum,Bifidobacterium_pseudocatenulatum,Blautia_hansenii,Blautia_obeum,Blautia_sp_N6H1-15,Butyricicoccus_pullicaecorum,Butyricimonas_faecalis,Butyrivibrio_crossotus,Cellulomonas_carbonis,Clostridiales_bacterium_CCNA10,Clostridium_asparagiforme,Clostridium_bolteae,Clostridium_glycyrrhizinilyticum,Clostridium_phoceensis,Clostridium_saccharolyticum,Clostridium_sporogenes,Clostridium_symbiosum,Collinsella_aerofaciens,Coprobacter_secundus,Coprococcus_comes,Coprococcus_eutactus,Culturomica_massiliensis,Dialister_sp_Marseille-P5638,Dorea_formicigenerans,Dorea_longicatena,Emergencia_timonensis,Escherichia_coli,Eubacterium_coprostanoligenes,Eubacterium_eligens,Eubacterium_ramulus,Eubacterium_rectale,Eubacterium_ventriosum,Faecalibacterium_prausnitzii,Faecalicatena_contorta,Faecalitalea_cylindroides,Flavonifractor_plautii,Fournierella_massiliensis,Fusicatenibacter_saccharivorans,Gemmiger_formicilis,Haemophilus_parainfluenzae,Holdemanella_biformis,Intestinimonas_butyriciproducens,Lachnospiraceae_bacterium_Choco86,Lachnospiraceae_bacterium_GAM79,Lactobacillus_rogosae,Lactobacillus_ruminis,Lactonifactor_longoviformis,Massilioclostridium_coli,Mediterranea_massiliensis,Mordavella_sp_Marseille-P3756,Negativibacillus_massiliensis,Odoribacter_splanchnicus,Oscillibacter_sp_PEA192,Parabacteroides_distasonis,Parabacteroides_goldsteinii,Parabacteroides_johnsonii,Parabacteroides_sp_CT06,Paraprevotella_xylaniphila,Prevotella_bivia,Prevotella_buccalis,Prevotella_copri,Prevotella_disiens,Prevotella_ihumii,Prevotella_multisaccharivorax,Prevotella_stercorea,Prevotella_timonensis,Prevotellamassilia_timonensis,Pseudoflavonifractor_capillosus,Roseburia_faecis,Roseburia_hominis,Roseburia_intestinalis,Roseburia_inulinivorans,Ruminococcus_bicirculans,Ruminococcus_callidus,Ruminococcus_faecis,Ruminococcus_gnavus,Ruminococcus_lactaris,Ruminococcus_torques,Ruthenibacterium_lactatiformans,Subdoligranulum_variabile,Tyzzerella_nexilis
SRR5898908,0.0002088406779144212,0.00020202719865568082,0.00019322972572542878,6.344245507167742e-05,0.0017522977529184248,6.044638711586257e-05,1.7346065207182894e-05,0.00030991148847464117,0.0001687224377815725,0.0009119707676858123,0.0004411011540010551,0.00012948019592922628,0.00044656736661621924,2.499211913439089e-05,0.00020772784154592732,0.0019138894568787434,8.795222194639778e-05,0.00021444106933329616,0.00037392444480705033,4.1247416526510724e-05,0.00031900852916586094,0.0006197732168543366,0.006145458615082278,0.0008439016101056309,0.00011536369313586729,0.0005052057424586335,7.850891704796198e-05,0.0011954988291157651,0.003405539728981286,0.003928230905731449,0.001267749149719233,6.956302822563862e-05,0.00011605830052355078,0.021171492604658036,0.001351953137876848,0.000781879109751775,0.0004736655486054503,0.0001617969068419071,0.00177858596087635,7.369851559779853e-05,7.270885306013934e-05,0.002426503546106666,0.06009245208570257,0.0032485002043616575,0.0007347334229657807,9.758355869581486e-05,0.00018953003584503653,0.00017842708065100247,0.00019841002586996564,9.232640322798615e-05,0.0001049264977920002,0.0001364324335073028,0.001946190289982012,0.0006193770336070268,0.004487139324040417,0.003032346179374783,0.0006320134120537675,0.0008130785573295121,0.00044385325895319707,0.003742097571764163,0.0001591562555811942,0.0028118667328821956,0.0001723812108909447,0.009326783060622441,0.0009599713742089997,0.0655179142037048,0.00041951583102317613,0.01691709085888889,7.49925684615185e-05,0.00016543863854022033,0.00017669096955691115,0.00023821797067470399,0.0006653148590065798,0.0020828999469536353,0.0007905319059574366,0.00041568035946626077,0.0021062750529405295,0.000293856182998179,0.010392616140098267,0.0008535339446974368,0.0021396209064783634,7.480597909702215e-05,0.0002028120330042102,0.008571858667910381,0.00010404366228759578,0.0002137497690355237,0.0016742561058122154,0.0011526692018155238,0.0007363964207518881,0.00017565530364304884,0.0009616876060474982,0.0010126671795885691,0.0031952509947761796,0.0027549670090718744,0.0008132478943713527,0.5540637943947437,0.0005153025911941402,0.0024299992773630964,0.0007304981537390821,0.06968432865387184,0.0001434877681395809,0.06223958775897671,0.0003994421308697495,0.014338638164302978,0.0012695506826850638,0.0012915592037140273,0.013694809721736366,0.0014629046466213358,0.00013711023610173508,0.0017967099837170586,8.915791588099468e-05,0.0005574466969393476,4.458653935930706e-05,0.0002160461541474481,0.00033532618581854555,0.0007741762707161094
SRR5898909,3.776148592915059e-05,8.097432369381822e-05,6.381822437001105e-05,0.0003288960846144269,0.00013297564565879416,0.004900528191965411,0.04328068719856162,0.00015178875420256371,0.0025446173388053157,0.0009772270847677365,9.668090814920304e-05,0.0001453136325757371,7.550544736929865e-05,0.000451690270095873,0.014480419442726168,0.0047213607969805406,0.0004664566323091199,0.006709404561029341,0.0006008537016749954,0.014256321010732795,0.0013138657930235095,0.11247060378122328,0.0322527841077593,0.0007626716712022127,0.005742700745131371,0.00040878139168382235,0.003289226629567191,0.1679427542857534,0.003539585990497713,0.09041691649559405,0.1892134971341919,0.0001344573625183278,0.0008076279104122022,0.0002905108314588592,0.0026519406062950005,0.0009458611120380894,0.000994713861488048,6.855055291402862e-05,0.0006209565422942512,0.00011620928559405894,2.8560563177010842e-05,0.0004042229040531634,0.0006628341239926892,1.577370643918711e-05,0.0004368826834623128,5.432428624845999e-05,9.608398889012461e-05,0.00034550618380772206,0.000588823825469157,0.00011093520637673345,0.0004030333344848951,0.0001965641737571015,0.012482694791617177,9.257825656356257e-05,0.0015348562221249374,0.00010919339646732542,0.00024510810508481624,0.03205573913121401,0.000657603409246385,0.0012133956916312717,0.00014620540223267496,0.000801349011499932,1.71665795536019e-05,0.019393799040648866,0.000535209073877462,0.007702060806317798,0.011564886945797602,0.04532213212538779,0.0002808612848611426,0.0003586793646098657,0.0007036036838742084,0.00010694424117106444,0.0016395317116555505,0.0026732273902190305,0.00010239223817833386,6.528979948064783e-05,0.0002777920062942617,0.0005349222678563782,0.003151219661242985,0.0012199448464629637,0.0004070276451791463,0.00023756143185487774,5.6519319522938346e-05,0.0011366594862666113,0.00010229891731745708,0.00015682331735912607,0.002138569514357077,0.0012555198067002564,0.013003510853136972,0.00015064032255905277,0.009504113895421197,0.0134486545487183,0.00024057309420032053,0.00046915469002075207,0.0003106854998799881,0.00032413220968638564,5.6834285760620006e-05,1.5818898829454587e-05,2.2391402845134224e-05,0.00012520491429582502,7.347914290535768e-05,0.00022792846389884806,0.0003615032241227146,0.014433438221426838,0.0004089157104722922,0.0023078055766729906,0.0725937603540281,0.0003681935415885691,2.8898521533809706e-05,0.0007258023336293269,0.0005222708283077038,0.00035133280894734785,0.006832535694430517,7.205408566772534e-05,0.00010876681605738639,0.0006011923302163382
SRR5898910,2.9645759312799982e-05,4.807325823576255e-05,7.30795288995802e-05,7.919672179718995e-05,0.003172422210393361,0.0,4.583127455884103e-05,9.921692210049465e-05,5.117259283423212e-05,0.00013285214302600628,0.00012912690075439758,1.6542817893794858e-05,1.3000099813844011e-05,4.9515414529554646e-05,4.8934860611661365e-05,0.00183189456102775,0.00011583531554883392,0.0039856876555355095,0.000338935400671748,0.0004990466277614909,0.0010544183198634288,0.0006701286613260246,0.0035940834526191293,0.0004046395693706268,0.00043448589119985396,0.0008328039178584777,0.00020037197053000263,0.0010579442617032163,0.0047002917767825355,0.00948460941253728,0.011205029653663217,4.329362310833452e-05,8.32639344624534e-05,0.008091738453176749,0.0020311198249606754,0.004601534760616223,0.0007318746169892215,2.1080716645033296e-05,0.0014654618241099968,1.4574144528463285e-05,2.2279292637071115e-05,0.004908601371081185,0.00020076847379191546,0.00811313749547531,6.246223369222909e-05,1.2895592444487143e-05,1.7646338009481014e-05,7.218157590740605e-05,1.2742405786930847e-05,0.0,9.737391196127693e-05,2.2533805827066295e-05,0.007943472422918004,2.9408770712663923e-05,0.001242045058450888,9.013308406854099e-05,0.00036489330681457264,0.07507526857232172,0.001989493230100234,0.0016667607888383746,0.0,0.000668826252747821,0.00012948207570914007,0.007348873892467753,0.00013860568790879796,0.025783144425588628,7.65877014255515e-05,0.00565794113073566,0.0,4.040421605530318e-05,2.7401682951052686e-05,3.862758606590507e-05,0.00027682414095587404,0.0039573658050166246,0.00036389633448744534,2.5701838880485615e-05,0.00010038165111394171,0.00010770218433835851,0.002389092863409669,0.0010272707110053848,0.002620189148638703,0.0,2.0188525582044344e-05,0.01727153940766009,1.3481692628625361e-05,0.0,0.0005692781629398654,7.213318529657344e-05,9.064495960873634e-05,1.2964674351604095e-05,0.00025156498461358816,0.00020439448017956754,0.005622121006708216,0.004560730413740505,0.0010014733447975823,0.6712223491609689,7.23181613658244e-05,0.0028840509579872203,0.0009940553851840853,0.027776256254648857,0.00034857773794210047,0.02908706756654812,3.5498635753446433e-05,0.002648949218328734,0.0010601509205401714,0.0008428744831587414,0.017815645930265567,2.835270921078341e-05,9.854976818390301e-05,0.0003930500658596902,8.825347445725519e-05,8.127975657387503e-05,1.4888413391462235e-05,4.3368472137640096e-05,0.0001143063035110872,0.0004544658741762715
SRR5898911,7.271220180687403e-05,0.0001227127285927453,4.077442131101211e-05,0.0006100094124667156,0.002143027945819172,0.00010492990790332519,0.0003858904225075761,6.376916648443762e-05,0.00023359663629368832,0.0005003690144114268,0.0007016465795685934,4.2927164308129234e-05,8.251492630627069e-05,5.2808416878888025e-05,0.0012663720979819914,0.0010178938811786064,0.0,0.00013292819866153542,0.0004989525585184075,0.00036089100335223544,0.0008598228705419453,0.003946636436531956,0.0011230756322284845,0.0008582798024055876,0.00015363617933357305,0.0,0.00029559284030154944,0.00014638456245551895,0.0032988662923680192,0.002189964723159822,0.004056381952215022,0.0,0.00011741800732988216,0.007191352045439763,0.00079783489155669,0.00044539900052379257,0.00028725526213607336,1.9611010779111093e-05,0.002205015075811481,0.0,1.9159293660894972e-05,0.002186067057601501,0.001854484593401745,0.003736937070540057,0.00011707077263269582,2.8395036812859783e-05,5.617077571193684e-05,8.478158793073487e-05,7.709919417659585e-05,3.02474174185049e-05,9.55997988332369e-05,9.338320563082894e-05,0.001665706838159912,0.0009903996659525029,0.0005844663098837,0.0011615008975272218,0.0005533720085297413,0.04409299131783433,0.00024798209388292595,0.0037768927897453898,4.3484521606862357e-05,0.001586064676825159,5.597822171829649e-05,0.00318952877886624,0.00028676431398001837,0.08363971281337682,0.00015546399276413663,0.009576557461222384,2.2081645828695767e-05,0.0002736109315937876,0.00011719097877667621,0.00011106908194597674,0.00036796352599050117,0.0017423339039898016,0.0035706294386101374,0.00349520980498252,0.00013835822582530167,0.00010832961062940239,0.0003987003178307158,0.0002773869062747826,0.015877527600286705,5.589569653487694e-05,2.3660426963606767e-05,0.011920292900803065,5.8138181117990293e-05,4.109929334016745e-05,0.000826704539652938,0.0002106015902853155,0.00021687330731585676,1.065906996959682e-05,0.0003435816499964056,0.0006124265655561265,0.004794404905690282,0.0034716630085117085,0.00018833530355794175,0.7112706613134998,0.0003051171470747187,0.0010454214545688773,0.0010948628454064825,0.011057700510528665,7.267901671678639e-05,0.01919523596633932,4.270029369153812e-05,0.004302185083423829,0.0008089836530125699,0.0012564418315193916,0.0009887939691518354,0.0011976580290847926,3.97916518017766e-05,0.0001503016102774417,7.29872804975209e-05,0.00031627895548256397,2.3807476107828998e-05,5.78778472587092e-05,0.00016543571529663065,0.0008468341617008464
SRR5898912,0.00015019451087041748,4.3895673054237735e-05,2.9819811321179795e-05,0.002783394104041421,0.003841884876057381,0.0019760973069459496,4.5429588717390235e-05,0.0011477985346568576,0.0006112940458849274,0.00011259495029500061,0.00015114796115540702,4.682296610317466e-05,0.000279924698606895,4.354617609398184e-05,0.0016396479067383929,0.0019224328326399795,0.00011744507931902536,0.0008961329872642036,0.0004900144124604865,0.0007146092463711418,0.0019565952803730995,0.0007686536796609577,0.0045779362744425844,0.00046271220240562427,0.0007925696242063607,0.00014943419679113438,5.061457223326059e-05,0.002822152914902952,0.005039647902026514,0.006814560373803045,0.012070829468182857,3.368648104245911e-05,5.8337113259881184e-05,0.00047943918435927103,4.1316478905709166e-05,0.0002636879235351491,1.5010823613429986e-05,2.8534785459751688e-05,0.0004028889149236948,1.6287659027835767e-05,5.7261502445884296e-05,0.005871647043075689,0.0006463583432618072,0.010404320098290091,0.0010007270413431098,8.167288676697147e-05,8.200349256753355e-05,0.00011304026196752527,9.31690080214095e-05,4.006889499227879e-05,2.662367902230213e-05,3.2145395480308615e-05,0.0017264120960828616,0.00016409556819594508,0.0002878304219544568,0.0017851917576557868,0.00021900810103322148,9.415043366827924e-05,0.00019556080906326425,0.00040099321615084515,5.485122898654172e-05,0.007751550691448164,0.00011608018968832313,0.008409043145034614,0.00030757651598776125,0.011838696554643459,0.00016809610718997596,0.0031841543899923295,1.855325518583177e-05,0.0001312513492339181,0.00011085188825739324,0.00012422883316460308,0.00030088090366639595,0.0008329621560966548,0.0012517659552325323,0.00045913987674564425,0.0007000686700791343,3.3120660017213045e-05,0.01898935203325321,0.001195289982683034,0.0004683910884145539,4.377578946676521e-05,0.00011132678061127467,0.02026715404183041,3.475793429235554e-05,0.00013031967695560458,0.0019378155231252752,0.0005458350656487651,0.0005391928802503374,3.862900668934729e-05,0.000970484414261871,0.0010638387009045786,0.007012594478331139,0.003770000881675466,0.0005072893824734022,0.6222118900396357,0.0003946076069564264,0.0037218891931886477,0.0011320121036223435,0.029391758350549763,0.0003224125373762899,0.16295259814036567,0.0001432716304331665,0.0037433347295727304,0.0008531645778105247,0.001480861084817311,0.001551461078670174,0.00013363260703218424,0.0004129201332581469,0.00014761855905970797,7.467949343612083e-05,0.00015178443772765953,1.3497575338482422e-05,0.00010251384033984503,0.00012141932951136811,0.00031244934698733466
SRR5898913,1.563451924557669e-05,2.2445453882319715e-05,1.6745979624264022e-05,0.0007377424535205297,0.0016878632601852479,0.00019304957990956385,0.03350049371294656,0.000630446648025354,0.013347392440628134,0.00022927962818672875,3.3284968808706214e-05,0.0,1.6896952386494445e-05,0.0005476217540166546,9.256175448760353e-05,0.0019383716777992973,0.00014288778098312636,0.08312411656999712,0.0035374035601550384,0.006704654750876969,0.0004279012503343812,0.0009789195868859597,0.007623348014781159,0.00010571872822618243,0.033505183999902675,0.0009766290917439884,0.00015069722792840094,0.0005308005645831378,0.00343388652450475,0.004922749032836407,0.022018312011001448,5.823426467439499e-05,0.000160906301963197,0.0010887340285857222,6.007882118032971e-05,0.00034426728440226323,1.537953706443643e-05,1.3313052608964322e-05,0.0011509244419231027,1.0683880777568177e-05,0.0,0.000473397605291527,4.2068622203419034e-05,0.004276672410995643,4.737999974148552e-05,3.017588120342447e-05,4.1654284154994495e-05,3.6224312482112225e-05,1.549298049494596e-05,2.8325170162570657e-05,1.646062411896395e-05,6.366754371522509e-05,0.0004024597978099486,0.0003263935029273172,0.00036141117290754165,0.001389912513868614,0.0006579916096835929,0.03718546236087263,5.831869500853326e-05,7.683427943588276e-05,2.699632911788142e-05,0.00013691406403584417,3.7326770742094463e-05,0.0007224897968655252,6.274378284020608e-05,0.0025352293098604827,4.8928498429026496e-05,0.0012954010114158015,2.280189678354337e-05,3.4639620543552366e-05,0.00014744618999841083,1.986126090814213e-05,0.00012520691313400143,0.00021425520112169197,0.00014349227239079354,0.0,9.450350839432042e-05,1.2290754262601854e-05,0.0015257913037753168,0.0012672902616210377,0.00020863293313127442,0.0,4.483002392427554e-05,0.0084097393997524,1.2483091541885421e-05,4.4758971129811726e-05,0.0005942551146761732,9.0755488977684e-05,0.0012139178015937251,0.00017768342255474213,0.004886070918049904,0.0025608824214174556,0.0048479652218393135,0.00037072022586140494,0.00015088306864307718,0.6556519257461186,0.0003250008182624464,0.0010576571729245378,0.00046197004525570226,0.006524588952140996,0.00011354407834210277,0.02744937210782917,4.186142313646778e-05,0.0020450357216216597,0.0026205797063927313,0.0002902126188817617,0.0011835712127191364,2.7472907013966142e-05,0.00010376562816293709,8.290377726562425e-05,0.0,3.306954206068352e-05,5.388448449087275e-05,8.869046414922972e-05,4.094575324995236e-05,9.089653199575105e-05
SRR5898914,2.9331818595176305e-05,1.2517983673874337e-05,0.0001141909207458523,0.05665581091773812,0.0014279754251374406,0.01858125369442403,0.0006189979229503481,0.0010790676335006267,0.0025981864115240225,6.292929111644126e-05,2.8111665503065947e-05,2.7484542641880076e-05,0.00010283500101210704,0.0011880566291346659,0.11602153159713942,0.003956331321272753,0.00017732413929688875,0.023324166159804028,0.00209475037623401,0.005326623382045397,0.0011519850546637144,0.014438278108286549,0.03409226008205522,0.0001049929195178528,0.06541509905812116,0.0004994870414350424,0.0005532653351439481,0.0011236656851929593,0.038674562260386354,0.02870639531003394,0.1087959749953214,7.010293431933678e-05,0.0007772252377537384,0.0010037567915965097,0.003027505172565278,0.0004593290725043391,0.001244092759118652,2.721303563334633e-05,0.0008965934928374851,0.0,4.34967620014223e-05,0.0002712854779775652,3.803660744527314e-05,0.0004773470184963416,0.0001878097975154725,0.00022684279864363763,0.001114509216310003,4.0779006551675174e-05,9.518210482298597e-05,0.00011568982813905478,2.132722849914702e-05,4.7060046771268025e-05,0.0005132562766328013,0.0002838066878335364,9.770500121037237e-05,6.0316076856907655e-05,0.001007321303849077,0.06319885794664046,7.117622289487753e-05,3.057225844170804e-05,5.085103713258741e-05,0.0002981795584996165,0.00012281381290773501,0.003014756911330994,9.13130294382541e-05,0.00029837579734234154,1.875819064342528e-05,0.00632079586746241,3.0501191391500943e-05,6.418653025037899e-05,0.0034312436236200302,8.295503119634783e-05,0.00017818854287714078,0.004661259689454901,0.00026722444965554553,0.0,0.0005238347687638878,0.00016028411047925594,0.0012896606818114968,4.4599932392595265e-05,0.0004120389164676986,1.4544825500456383e-05,7.325355364027115e-05,0.0030748294057774354,2.839639798992588e-05,5.7523277547202836e-05,0.03356408460171936,0.008010523286736005,0.01110692481371678,0.00011011468598571358,0.0004442329230050313,0.015931145846857692,0.000673875095745568,0.0009708234615479032,0.0004993124724226839,0.2770014931066163,0.0007964400518129982,0.003245504038638521,0.0004173435037889187,0.002557336164303025,0.00021961266594782333,0.005234037147525428,0.00014833113968192092,0.0037327871272496375,0.00020170466978861618,0.0008223893484366966,0.0022948480680719525,0.00357195802946076,7.13361249028417e-05,0.00013528918101105014,0.00018295445794691927,3.0512211703598633e-05,0.0,0.0006808266596836537,0.00011430456973744831,0.00018794656487131583
SRR5898915,0.0004903909289200336,0.0005010280400277586,0.0005882192210454728,0.00014213065718645843,0.003553624169608595,7.953914267174898e-05,0.00028337547853590366,0.0004981159805047556,0.0011791082253572304,0.0011293649874776187,0.0013913900963902735,9.492021594018787e-05,0.0003075717284073722,2.3779795624199096e-05,0.00010427788540577012,0.0010707921718146373,0.0005312429012567625,0.0007175697193444273,0.0002575441987389652,0.001324415468017701,0.0002062442677023728,0.00015453549348670478,0.0021266807633176727,0.11669059953118902,5.0302904933548635e-05,0.0006494864603931692,2.4432215066916874e-05,0.0006717500788193606,0.0025303375767987074,0.005965607929104088,0.001236107230945309,1.854728359444306e-05,5.801141330280069e-05,0.009823657397000484,0.001894522055263877,0.0005266117232816021,0.0007090262138222416,0.00017769217331454554,0.01570926072247827,0.000356907340896136,0.0002963564747593038,0.002161508657861257,0.002778007800771594,0.010003475958561069,0.0013208072285086682,0.00011996195556719832,0.00019901976588058976,0.00027364049213147074,0.00019073848998342127,0.00014511629364657934,0.00010898221604750959,0.00025867480750072956,0.000678854409138473,5.9267800233823406e-05,0.012826566413587244,0.0012019053672129344,0.0004634226499670652,0.00041217975924400256,0.0010735955935810267,0.006673899982402889,0.00010300880891577991,0.00267528322446905,0.0003609424020205959,0.0023044691303357166,0.0014173715033078457,0.07152437719820466,0.0009208536702165222,0.016322693790932662,0.00029246392735387915,0.00045599289488198845,0.00020021211263226106,0.0002546996009535988,0.0019124475406839237,0.004595360081099415,0.0030158188029533327,0.022361162647198268,0.0022476901944649148,0.0006638197500111432,0.005128882853427109,0.01424928049930154,4.21195994786689e-05,5.9592716671148135e-05,0.0004185729271907306,0.02316705761830189,5.979721372546786e-05,0.0002980417366733151,0.0014796318573651985,0.0015114810907202755,0.00016246250808746367,1.4132906956557878e-05,0.00031841992450177664,0.00030019419041605954,0.002721363059531851,0.002324162236045681,0.0011799420604191298,0.38923195526147536,0.0003554321986719669,0.002211452403378582,0.0007055351299159499,0.10931906145716683,0.00020919606348861926,0.044624046841078645,0.0003916598594399581,0.017822775640982023,0.012554184746060102,0.00334132839337875,0.012132083795558074,0.0008297169089471256,0.000493437374250968,0.0012761997676009936,0.0003169182402486496,0.0009557297589013071,0.00019620479469999332,0.00031055034272233184,0.0004670556028825903,0.002096969236127763
SRR5898916,9.001275493277301e-05,0.0003776834437995874,4.225423255298118e-05,0.004503058110525803,0.0005563613517211003,0.003318375724155352,0.12502785399613908,0.0017713379898058248,0.00952255982597954,5.04339252088084e-05,4.971541163235173e-05,0.0001136906809083869,0.00032562080418977227,0.004263480630080222,0.028694082942104515,0.004206204079935721,0.00034246647622803486,0.017769421790743364,0.014172619727588908,0.004456498045519485,0.0015325127898300538,0.004633173155263041,0.022359241685755947,0.00019292436720772213,0.3174470050839452,0.0005506059975183333,0.0027788016027462084,0.08066867934496143,0.008237753338504378,0.03912126253263348,0.09622653884732661,6.511822667063144e-05,0.0009766135123108592,0.016274767582633732,0.000727926586613811,0.0005549619959669863,0.00036110978284077666,0.0001854913027107301,0.00036126498781827545,2.1298642065190544e-05,4.932048987628183e-05,0.0019394040555212805,8.552608305287748e-05,0.00011200001831956125,0.000562457883072195,0.0005987511940769464,0.00036579171203608723,6.10836497851674e-05,0.000935096936345121,8.434138022439823e-05,5.0285934586784736e-05,0.0003217607098828698,0.0004988311009851417,0.0011587619762747799,0.00011718580319819094,6.528647722264047e-05,0.0009050994799027402,0.0659536648004825,0.00022026344032567225,0.0003349307558258644,0.0002862473776245562,0.009298854069726583,0.00013599787686405162,6.565777674561512e-05,0.0003256454637882872,0.00031645884145768455,4.908669136590291e-05,0.009343668548345695,0.000234487978367755,4.79293080079012e-05,0.0015647791687057972,0.00018848121254092228,0.0006472924627194524,0.008440458670433205,0.0007276990829423635,0.0011346094673934921,0.002328293495989532,5.348086276344813e-05,0.000909950489605972,0.008325279345569942,0.0004641938590314608,3.7185901017923456e-05,7.703109532451272e-05,0.00116707402855526,8.68564537453857e-05,0.00011093715780172084,0.015638727482614145,0.004941575429141536,0.002357480445888035,0.00017203430212401878,0.007661730799085772,0.006227931463834022,0.012179615194110087,0.00019741643598442527,5.54629326094688e-05,0.00013150220334125196,0.00015326673336967173,0.00016189621357478245,0.00015641601868735536,8.875459473493168e-05,0.0002864781196328217,0.0002671523228561186,0.00035837281544014843,0.005858535800642329,0.0004846449339776135,0.00022947985997433194,0.004619166699587351,1.852802469815107e-05,8.552486574086629e-05,0.000294224371139247,0.00011884778405291891,0.00016440872703221422,0.0015942619516741785,0.001136032580009359,0.00023321781959546086,0.00040904919834108345
SRR5898917,0.00042243705024729445,0.0009222623173622315,0.000495752349930381,0.0007559817083602061,0.005473779288718971,0.0282148424145481,0.0006395048882838411,0.006729685842536727,0.006750961477038567,0.0008066236671880104,0.0005937839615455603,0.0004677910040517665,0.00164097274414698,2.909787064128116e-05,0.0005909053810624051,0.0013211540989277305,0.0002791807227617841,0.002621213379321258,0.004129410668806488,0.0019425393070046186,0.0006061184640318147,0.0007909793751404066,0.00230973185537469,0.04951574551609824,0.00026484662762054777,0.0010434376333008824,0.00022024608329857274,0.0021625270601769633,0.0061856279578338955,0.015287106170676284,0.002733677636663506,0.00015375594984341778,0.00024086998404479959,0.0021539861710819916,0.00036194572561367886,0.0009891820967612818,0.00018332872865895692,0.0004371028126949084,0.002903250224653719,0.00010779733678207994,0.00024606749387650386,0.0028043616522267557,0.0020319230501963446,0.026833931808618372,0.006758846243077591,0.00017357173054497065,0.0005654119751470401,0.0003112102457372725,0.00042456734861190794,0.0003975995613601699,0.00016768172937334848,0.0008784618511393702,0.001095077183236146,0.0002943823752404819,0.0014612282618334674,0.0016917328498369272,0.0003695454915950245,0.0016791687394836815,0.0009682893711437713,0.0076401706142985824,0.0003466569944727055,0.0002420884940412909,0.0007190966897809465,0.04741051902616507,0.0014498925994459583,0.02076168924220345,0.0006473216453811446,0.015518935883283526,0.0002361896868281976,0.00040755805474359505,0.00047294987303144565,0.0007133624161651319,0.0018786210929288235,0.004679456162378895,0.005729418177593451,0.001782191203203865,0.006210654950359641,0.0004603010046197354,0.08654824191920238,0.0031584817270408246,0.02323311656848602,0.0004989706886680417,0.002720894798617191,0.027456758468554703,0.0001257420674583482,0.004989585293933816,0.012073496388553042,0.003799572539632778,0.0003698927049117079,0.00011202598274905906,0.0030754928165076367,0.0010413204340474886,0.00810674389343508,0.0031455510727410848,0.0014137312174154495,0.23940115341483625,0.0007538981715058252,0.006887984426958061,0.0013944138160217026,0.07839525142128208,0.0006439346109901485,0.08924796641427048,0.001238739205212171,0.023531513868705306,0.031152548451825902,0.003508216538612408,0.007868740348154784,0.0028859327888106877,0.004690950258126056,0.0011557515590625617,0.000249019747645289,0.0014087126717361943,7.784425348135179e-05,0.0006790635245048093,0.0009692891576207612,0.0020501804426431565
