SampleName,Anaerobutyricum_hallii,Anaerotignum_lactatifermentans,Bacteroides_caecimuris,Bacteroides_coprocola,Bacteroides_coprophilus,Bacteroides_dorei,Bacteroides_fluxus,Bacteroides_fragilis,Bacteroides_pectinophilus,Bacteroides_plebeius,Bacteroides_thetaiotaomicron,Bacteroides_vulgatus,Blautia_hansenii,Blautia_obeum,Blautia_sp_N6H1-15,Clostridiales_bacterium_CCNA10,Clostridium_glycyrrhizinilyticum,Coprococcus_comes,Dorea_formicigenerans,Dorea_longicatena,Eubacterium_ramulus,Eubacterium_rectale,Faecalibacterium_prausnitzii,Faecalicatena_contorta,Fournierella_massiliensis,Fusicatenibacter_saccharivorans,Lachnospiraceae_bacterium_Choco86,Lachnospiraceae_bacterium_GAM79,Parabacteroides_johnsonii,Roseburia_faecis,Roseburia_hominis,Roseburia_inulinivorans,Ruminococcus_faecis,Ruminococcus_gnavus,Ruminococcus_lactaris,Ruminococcus_torques,Tyzzerella_nexilis
DRR127524,0.0032927381120308992,0.0005790176510567504,0.005288899414654125,0.05979544433891822,0.024905047219219496,0.0035755142011423746,0.0019609261787732193,0.006133367437645266,0.004066055528604346,0.06758182961799158,0.01794005438263398,0.05728902957468686,0.0015751894792379664,0.011765609234958289,0.0004083825478622349,0.010256549929248966,0.0008384980436244934,0.022705456959364212,0.009846896840473936,0.010621331863813166,0.008042736262668817,0.2818507000875401,0.16321446861072217,0.00028233570386630144,0.001917719367077774,0.013154056531510885,0.0018281557143975625,0.0882066568843279,0.017959086998213764,0.016398630231673508,0.010161452224001395,0.04101526002931169,0.024615115293774015,0.0009145926867906856,0.003018519480246746,0.001535213332688531,0.005459462005247936
DRR127532,0.008450555557953831,0.0003423528713194119,0.0017169525285012132,0.03178560252862659,0.0042560230885834984,0.1267203430053051,0.007473966545970538,0.0021183451964800087,0.002040447782176073,0.00835379003305541,0.044484061556238345,0.05009773280776141,0.0030556352594984016,0.040800100028519755,0.0031658053811497227,0.0022837254454324734,0.0026585057963884468,0.04044385123614598,0.002950310859977066,0.07483555884112236,0.0030364229801940444,0.0015902447984694613,0.006912588704092438,0.001073207963777682,0.001383343079170146,0.012123974791735657,0.004067074013609432,0.00813289997645673,0.0069977848029097135,0.001695929824864686,0.0019542680368134003,0.02578823416988253,0.005687533970408953,0.1662645132854517,0.0032520357899249604,0.2863211259913602,0.005685151470672547
DRR127535,0.02270308516164059,0.000652026734327031,0.0027618826569272606,0.09927939778218312,0.11174498008723559,0.007601299536861291,0.003925436033874616,0.005721671367719355,0.0013732565521685771,0.1040178398423683,0.0142820229300516,0.002528077441798837,0.007144561376172154,0.05537978184531714,0.0006423960514403963,0.0063644024340373286,0.0026797312329382155,0.027858807164971154,0.013171561945259173,0.008665993419771086,0.007837972627087289,0.007719333040486269,0.1211319653971867,0.00035327837514434365,0.0016828258530524407,0.0340664671978852,0.003775764797310077,0.017631922156610347,0.028060963000915,0.002969227924528393,0.014419891761662541,0.0960622872697307,0.1434516596696494,0.0025239991696141607,0.0031670306828152856,0.009055928331458983,0.007591271147799918
DRR127537,0.004997043731872254,0.0001389289729861597,0.0031926771696804746,0.011135903657247849,0.005067894592898096,0.022025460737940556,0.00013569730917399852,0.001363354085647442,0.0009388568246769791,0.0003018809405565335,0.0013007840411998887,0.6878256944868532,0.0016601352829366495,0.016981867903427404,0.0016403771104711834,0.0016282462433645033,0.0027411630142175746,0.0008288275644751499,0.014794310472934375,0.03155466924067435,0.005925743267008151,0.02300443776412182,0.0168542192616023,0.00012468245450019303,0.0011795098242409446,0.015991204276920846,0.0006665147310959005,0.0011850805165266954,0.003145186307827628,0.006380360898384838,0.0007476706130188718,0.012164314087758837,0.017748267979869156,0.07985632100335975,0.00066480189482385,0.0001672141862184628,0.003940697549487148
DRR127546,0.004268450886164828,0.0007619414260913431,0.004702310026009461,0.2266962712352814,0.028058698157876694,0.024746633331461723,0.011308866573946565,0.0021347367505894347,0.002739140644722912,0.23690176594890813,0.04586883702634811,0.11184686417950526,0.000817548872840914,0.007795239810726113,0.00036230583650583833,0.010405276476226534,0.0005982684380997845,0.003661869548900481,0.0028391087694082306,0.003288621804500203,0.0037114701201202763,0.04843970208750361,0.03532423100115211,0.0010561790140181803,0.0004914902763638421,0.00786901468335494,0.002344865154887911,0.07386552665671388,0.0008757842379660331,0.005460544971107031,0.008143919548448961,0.04523134407716812,0.024687736023559576,0.00024574675318621113,0.001122137627415203,0.006722161823499481,0.004605390199420647
DRR127552,0.0008532820825499602,0.00022431332385335222,0.009572067689477316,0.03414709581565001,0.09040907894263737,0.018153171545210962,0.008562183541741706,0.017181983995673278,0.0005882000382831658,0.23626241513129875,0.01134053509303073,0.41052812672866446,0.004409767057087241,0.01221453534474092,0.001467219831724977,0.014801157149641767,0.0011151741906394856,0.0007330320107556274,0.0008271034897745655,3.699134641944688e-05,0.0012057381763939756,0.0008704452224369329,0.022407337756870416,0.0001252493908864171,0.00027051792772244673,0.03032426875959879,0.0005944623268673549,0.0015047814334091499,0.0032628833944361828,0.0005732762471022514,0.0005921849319919417,0.0005852061950745636,0.0010030982391042369,0.04166463348968909,0.00020593671451800687,0.005699587363985222,0.015682958081058178
DRR127583,0.009466676847493678,0.0006315287666658066,0.016534984622373933,0.07417292672776518,0.00743191412252756,0.3522938622933901,0.029020488659515512,0.007390089109835726,0.0026859891778933955,0.03403984528809807,0.03184103536717559,0.05676889014307863,0.0014719132295173433,0.033502430451404906,0.000572515458118117,0.029004711776099493,0.0013094363981799085,0.010298503320480205,0.011877451671109679,0.006729427685386039,0.005906437015567282,0.021226017783199734,0.06774862267139425,0.0011469437245960157,0.0019889904590927624,0.01820114324388377,0.0017965072641341767,0.12193191798337959,0.0006607487880148764,0.003014263178370099,0.003987820147947932,0.006995850773139088,0.00860629158792569,0.0005243791132352566,0.0009219560220039245,0.012788525899780231,0.005508963228226267
DRR127588,0.010283539437905068,0.00306546406945821,0.06987477093193153,0.0813908903925156,0.013945681327036582,0.23515381369222538,0.007849409960680266,0.0016672518666461923,0.002438470617397716,0.03736616157051125,0.05163625349164132,0.021339366073667553,0.0014923323457481019,0.07247093443402133,0.0017298782297530356,0.0012949982362998333,0.0020973992375896726,0.002502701673781846,0.006824124750654303,0.0027762952466951238,0.0011130315755853936,0.12454509782042776,0.021321180010134107,0.0010362933425965557,0.003783961247284319,0.0021224279451673013,0.000841617843910113,0.05526145454092925,0.00015650427752392782,0.06807569464956519,0.003296464834825345,0.0034935525802438673,0.0025373437155839303,0.017990717895187542,0.05880426700181287,0.0018767817087975945,0.006543871424265054
DRR127596,0.010057019432918672,0.0001430286576330208,0.00873300710122742,0.010724423809031401,0.0016507827196864397,0.003383479542128113,0.0020806719220789584,0.0002323778535660806,0.006199157149688922,0.007811679015330489,0.07016276170799138,0.07490452566647521,0.001283255849711218,0.030222563928572876,0.0017170875767770193,0.004378090579803937,0.004576628623588874,0.004718276804293981,0.007229775348696977,0.0015311126556524994,0.018390857077849362,0.32334262573965705,0.06152784051719794,0.0004490241664407826,0.0005404086036844089,0.087328264566787,0.004686612926452101,0.00894443348299701,0.007844604527482315,0.007668231865932929,0.012132087469136993,0.008190158135335439,0.006111350092881605,0.17639911473153513,0.0015463402323018212,0.012530098148997224,0.010628241770477302
DRR127597,0.0056176292536,0.0033467923016460154,0.004449704656806566,0.0645565357002309,0.011695415989488428,0.01353670010930735,0.008439340404082453,0.0009772806518322872,0.007467422048671272,0.10528599690342862,0.023653207854471763,0.17425628877557095,0.001050964763135627,0.03538380510709073,0.00045156425596177066,0.010394849820265797,0.002774300632708351,0.011187536806351627,0.007108284809656539,0.014318609076074846,0.006027312470497306,0.15155431298916042,0.12096579922112632,0.001082947459760898,0.003237399932710503,0.02024638007390035,0.002460161423306706,0.04988714502931618,0.009768111348550412,0.004123134025715624,0.0036680959844588635,0.07981880677267406,0.007076410439190157,0.001096847927469904,0.019883749881261424,0.0079912674104813,0.005159887690037523
DRR127613,0.003469456031491037,0.017320257117170536,0.0031348056030770675,0.021975707078525208,0.015482649946856244,0.004081967808410341,0.003973067556251182,0.001319986140171787,0.0043813282284576776,0.053574474538622595,0.013506201621528009,0.06584580390144272,0.0010161450668802828,0.022258868448475473,0.0008229240347651852,0.015833214631204875,0.0018878363741586608,0.0022797912536566016,0.016949614577217876,0.0066039685364792065,0.012927827575597226,0.29041751285938694,0.26157227661399624,0.0007811410247517243,0.0019150839671654124,0.012073533072485581,0.0016806154774002967,0.026783329985974602,0.03178825068031854,0.008554019308458111,0.012453734319470201,0.01822879107573487,0.010565303223098252,0.006007475154324497,0.0006946420308611707,0.019481278118319133,0.008357117017814648
DRR127616,0.008856243576129966,0.0006384739603478613,0.011658242476078617,0.04008315025021871,0.010653442490873861,0.11107118174784467,0.009752164738840025,0.00273266718601895,0.0020728830059791726,0.2661509529545834,0.024086246741467275,0.04462590450742204,0.001085327707109506,0.035468074534497865,0.0004351983914066586,0.012841421007741613,0.0007900413087143452,0.015604732899153973,0.0074133709128803875,0.004013760961130906,0.007003048077128534,0.11178542477467021,0.12593957277918316,0.00047620396255778307,0.0012287707362385989,0.018969955871715495,0.0013271114062797316,0.04682430528795428,0.010027644521353749,0.002841558167988603,0.0024844460929150684,0.024206011516226703,0.027901800801682308,0.0015476466207305331,0.0007364890734143125,0.0034180048392806906,0.0032485241122403087
DRR127619,0.003319918535744451,0.0001690782868596131,0.051013376959491326,0.03281738647454363,0.04951104234199718,0.024540060371574086,0.005604866977020078,0.00141723435734476,0.0005304657860825981,0.04569762322846707,0.002488673177299946,0.5729467464419764,0.0844641393049244,0.0030286982984744585,0.007941102477507221,0.000661797001666288,0.0038481595875002215,0.0019189215835351524,0.0014450784141646733,0.011080802060806243,0.0009691794763675815,0.0005690811286177514,1.8326940674269233e-05,0.0003012774425840692,7.598599939897559e-05,0.00342999125219282,0.0007408899880220797,0.0012195836046561006,0.0182676495084199,0.0004408597681570152,0.00018744708490758065,0.0004052649180897368,0.002115772255110429,0.04867042395385643,0.0004257470193270412,0.011414389276894395,0.006302958715744013
DRR127628,0.005831263306556342,0.00297879648726439,0.009644524754517112,0.03896951326362491,0.0007650777391175196,0.40016445333968426,0.002008267056403606,0.032250920752283044,0.0021273267855135645,0.031260761550583945,0.016402879965912907,0.028024769144771,0.00039728620212945104,0.03227138968513488,0.0003150809953391148,0.0050856727075905585,0.0038671151495378,0.001748804282944492,0.011978596559006871,0.0008876164948923482,0.001405345167060203,0.001967786288997913,0.06863834482175069,0.0019127915813137704,0.0033654019500221066,0.022359438389621747,0.0013742936735837855,0.04606469577945375,0.004478615587670909,0.03627669215882399,0.10582919944725014,0.01746765539789153,0.03236227394251304,0.004804097783465819,0.0007984437818117545,0.019270883506321085,0.004643924519639643
DRR127634,0.027393172586310747,0.00010513173180659805,0.0029613174043875306,0.06164918532108746,0.00471263491220262,0.06322623749988922,0.00779022148876004,0.0016988983553510315,0.0013515603247558792,0.014666776450536727,0.011166765969280864,0.5150341999533378,0.0012094680631304497,0.06705826119807713,0.00040636643375314854,0.0011991102512734146,0.006632464676001588,0.03557336166703427,0.001457690666027876,0.015303582578553467,0.0010484657741071867,0.047086364658956145,0.049166772412779204,0.00024940153593995843,0.00034887656023687054,0.00864893483506647,0.0009177423575989931,0.0037949800470777027,0.01584843946681385,0.0013183583430064543,0.0006352626475854018,0.0075192220017911504,0.0017243388771083902,0.01809884917243198,0.0007194497433949874,0.00028986658623504126,0.0019882674483123457
DRR127649,0.005195509416882157,0.0020735701577633712,0.056057202836381825,0.040200143624513796,0.013613212888941193,0.029045821301849937,0.019611599753810303,0.0020596062764405296,0.002967267268630295,0.023198028203521487,0.021509636521153442,0.2362813485857751,0.000601601879167988,0.020125380460276867,0.00034168551926465373,0.01749160995963645,0.0007304249395171412,0.005587651886200754,0.00917125965022412,0.014186949580091849,0.0040102290317736,0.08987748760500754,0.18780938007157832,0.00036215251195528825,0.002194808519483173,0.021567556016929414,0.0015831890149949927,0.02053413388634857,0.03282289050705773,0.014371670113843776,0.04037603160641124,0.012480202038623022,0.009822040108622922,0.0007004824261367791,0.036058592832980726,0.0016627728878587011,0.0037168701103510514
DRR127672,0.011463259982249476,0.0005084701272910781,0.01723487992241015,0.1066763677558942,0.004182264842507678,0.2865476097167564,0.04688627811183595,0.04171662946612016,0.0010325937330763204,0.020267284932509334,0.029995422302400144,0.173902833556648,0.0005144318913267879,0.02544662615498608,0.0007437317237591944,0.011625322419158498,0.001794775356968097,0.0011497385723924964,0.00960846823453336,0.00026901118670598676,0.000607873497816959,0.0006229864181138191,0.01280178992896823,0.0003136947970403184,0.0009228079038935785,0.02013524098352367,0.0008315691008643506,0.001427723063728463,0.12358909412141554,0.0008506021428375187,0.00952626937624032,0.0010866886196716553,0.0010122460338448504,0.004866692394566194,0.00032288402796449255,0.027213886919851406,0.0023019506801289545
DRR127683,0.0006059288855818112,0.00014466606384317855,0.024092564749441592,0.1092563808155202,0.025416049000556037,0.4514893625048818,0.0031178891464002977,0.005490352781665499,0.00042026732748159603,0.0158843596046567,0.052711938521839814,0.11108842265868721,0.0005110244618537178,0.0012908064419334968,0.0003347153452677131,0.005766865124461167,0.0024689431469826083,0.0006342192895543964,0.00015170065306878717,7.489525497544003e-05,0.0006521949590325073,0.00029002275304733556,0.02663599557934362,0.00025263276947115826,0.0005780098016372053,0.0003099236680236491,0.00018219421394201666,0.000905834889188278,0.13534688446041374,0.00019480414353446413,0.00012272318705826125,0.00033319081473267946,0.0007261754972612463,0.005146958143255823,0.0002926388501547443,0.016007004435165284,0.0010714600560849368
DRR127692,0.000953242125242887,0.00063558379436312,0.013193005728688976,0.04156009916302539,0.01928379034024347,0.22212197333881628,0.02732707058827293,0.004252322454670301,0.0038686324261603543,0.021710471631426854,0.041691381323435514,0.025030293109309612,0.002238756752094776,0.01459735634166918,0.0007669416385649835,0.011138633437786125,0.0023874892157555836,0.011177013272082988,0.007959987972421492,0.0011039494773013396,0.003329958348211782,0.1402895901476077,0.04502876901468971,0.0012335264950342603,0.002843731501035399,0.02394163425515278,0.0062077488046717024,0.1850861027294838,0.03622912330632567,0.004383000505711886,0.043588887305631846,0.014018418757972452,0.006074152361033249,0.0034240578798856508,0.0016450201227982274,0.004741470756670888,0.0049368135767507695
DRR127704,0.0006234445603730587,0.020527160209481973,0.0181590113494543,0.05272561991070872,0.016247443996141548,0.25548819604529505,0.005921472293951848,0.01204829689517169,0.0014803917105594717,0.048583649819149234,0.05787014138192525,0.17885459549772031,0.00042333173371223945,0.011262895003312012,0.0004083363056002284,0.025374468401139525,0.0008225275302634258,0.001470304279640445,0.00643832358245848,0.005067294285224605,0.0009756435029107455,0.06413284442170504,0.044189658536155696,0.0005796113588718944,0.0005481338242851331,0.006597756214541053,0.0006763592927065021,0.04771214857313053,0.003433392810330781,0.0025158569707517007,0.010647534746157932,0.07120963525810985,0.0024896727956232228,0.010630787064641848,0.0005047029136219655,0.011189892907271732,0.002169464017900985
DRR127707,0.013414315965119402,0.0003256230234069921,0.003118390517346056,0.022419308182187368,0.012868867758312225,0.02224762000397515,0.0018325820381728103,0.13841953677453117,0.0016593277844534366,0.04792553182116509,0.03635280790874929,0.3581013046689226,0.005227932588869851,0.07678106386360928,0.0011767297678372069,0.010939613053828146,0.004064983239952703,0.014899989161178715,0.021668025241304577,0.018638558690543372,0.03371640671468749,0.02020290218996754,0.012331244978268884,0.00044298789626419203,0.0004127599276832207,0.019469462165005492,0.0015448142246573878,0.0056934423137385845,0.0003409173036158299,0.0028650400229206646,0.0016780615472250441,0.010350366080654577,0.0028447095429754567,0.02288496713020485,0.0008447307153230307,0.04922357279170644,0.003071502401635979
DRR127713,0.0015036457800498562,0.0023045395239119125,0.020498200490822065,0.05049354504080097,0.011356260732089472,0.06883589380948082,0.030917489002331933,0.001131807712805612,0.0003532055337192468,0.0708447531236693,0.04255333499154508,0.5195184314004367,0.000492740173835468,0.024790404255042777,0.001471130472240131,0.001655036681468336,0.0027680736487835653,0.0015847165478065119,0.001168129979581986,0.00025618567659303326,0.0006604976337579449,0.0003958151378358839,0.023703288756087328,4.158326147610647e-05,0.0013633034424641332,0.023927227907217147,0.0004372181062032141,0.0017231102244524323,0.005246924204474383,0.00054435781825653,0.000356993248141892,0.0006511928751322174,0.034848915132208266,0.021894428130313143,0.0006310489286012047,0.010355317445091208,0.018721253171272188
DRR127721,0.003620530886633246,0.0007210664220048433,0.0037800929834013353,0.048636578195060495,0.04295666154214775,0.029076570796313466,0.008693791602898546,0.0015308050287839345,0.0006584340055933483,0.01765913472055634,0.009205050384332456,0.7040387801920027,0.0010227531980285174,0.00547441872956482,0.0020359836956891112,0.0009414048474981088,0.004952736107677337,0.0030890711544037026,0.0003598146728068045,0.005409258096528691,0.0004128543348441754,0.0011247980294295096,0.0007961426320497177,0.0007708636247274431,0.00014697767524496976,0.0018249872518416794,0.0011484201055433302,0.0016784992099437485,0.0012885992870538168,0.0009769370533130053,0.0005708018066229163,0.010039031541854692,0.001925292677909754,0.07853483265634476,0.0004919176063855916,0.00032133916606038595,0.004084768078905046
DRR127724,0.007605361975798883,0.015023050851042743,0.06934765188294625,0.025445647899814322,0.011558073685108897,0.016170310271980255,0.013751274692497093,0.003163192385773123,0.0009225583701226092,0.03131489315373239,0.09993055458075337,0.3291059828153725,0.011994755383825304,0.10355472713698392,0.007895305257568912,0.009825814225845777,0.0009234691389941,0.003204523772565826,0.001728965076258587,0.0006964009397849607,0.010482913106362034,0.06188047188258459,0.02252849472763357,0.0013502167114495239,0.00025767275002217563,0.0035203606365743216,0.004991714591750703,0.0028915180065946615,0.0006224965103791384,0.001212136599990553,0.0014359143269292705,0.0013595634055745497,0.07007591688639542,0.03642775140041774,0.0013043636980742848,0.000636638184276876,0.01585934307822072
DRR127728,0.002482882641144526,8.244950877919745e-05,0.0020469299834615703,0.05972506735268364,0.006571334820655562,0.019947437261808403,0.011836960616087085,0.02989602066013308,0.0006542195062803472,0.032722873507051164,0.0015112992349222724,0.737671726107485,0.0002290997110058724,0.007986631667764017,0.000382092659950622,0.0006236680565927688,0.00024330273172355876,0.002064420621271118,0.0030857160006663798,0.0028504859141205686,0.0010805584521859468,0.0008566818058644019,0.005867407285825775,0.0003103419588004538,0.00013356897381167597,0.008322162594424351,0.0006581707581034459,0.0023077214680078144,0.003628828859796839,0.016456426084869878,0.002091941346049289,0.005137134254528483,0.0014258751202936028,0.010108350621332389,0.017466729499350013,0.00028395119293116476,0.0012495311602376618
DRR127731,0.0017820335913277397,0.011163161964167454,0.01903024255039855,0.01947417962761339,0.0012667666518502967,0.421703141926191,0.0013169832667539378,0.06268048336636127,0.002554824084929733,0.02858491378885679,0.00315003817023217,0.042670751459395924,0.0013279972866318097,0.020488768194843694,0.0008482606866557101,0.00444733969634629,0.003668168679597648,0.00214576013943531,0.0012004165340205725,0.00040876429984194196,0.002074913473886513,0.0009508274250157505,0.23982788772053193,0.00027666066840445475,0.0006979015828245767,0.05017146017328257,0.0010454837343531755,0.0023815483899426886,0.004019010873974442,0.0011177996126891816,0.0012099054619460069,0.0011604211195791558,0.00245934847615434,0.015994944963464337,0.0006778992736535728,0.0033931428623759814,0.02262784822247013
