SampleName,Absiella_dolichum,Acetivibrio_ethanolgignens,Agathobaculum_desmolans,Alistipes_finegoldii,Alistipes_obesi,Alistipes_putredinis,Alistipes_senegalensis,Alistipes_shahii,Anaerobutyricum_hallii,Anaerostipes_hadrus,Anaerotignum_lactatifermentans,Anaerotruncus_colihominis,Angelakisella_massiliensis,Bacteroides_barnesiae,Bacteroides_caccae,Bacteroides_caecimuris,Bacteroides_cellulosilyticus,Bacteroides_coprocola,Bacteroides_coprophilus,Bacteroides_dorei,Bacteroides_faecichinchillae,Bacteroides_fluxus,Bacteroides_fragilis,Bacteroides_helcogenes,Bacteroides_nordii,Bacteroides_ovatus,Bacteroides_pectinophilus,Bacteroides_plebeius,Bacteroides_pyogenes,Bacteroides_salanitronis,Bacteroides_salyersiae,Bacteroides_stercoris,Bacteroides_thetaiotaomicron,Bacteroides_uniformis,Bacteroides_vulgatus,Bacteroides_zoogleoformans,Bariatricus_massiliensis,Barnesiella_viscericola,Blautia_hansenii,Blautia_obeum,Blautia_producta,Blautia_schinkii,Blautia_sp_N6H1-15,Butyricicoccus_pullicaecorum,Butyricimonas_faecalis,Butyrivibrio_crossotus,Christensenella_minuta,Clostridiales_bacterium_CCNA10,Clostridium_asparagiforme,Clostridium_bolteae,Clostridium_glycyrrhizinilyticum,Clostridium_innocuum,Clostridium_leptum,Clostridium_methylpentosum,Clostridium_phoceensis,Clostridium_scindens,Clostridium_sporogenes,Clostridium_symbiosum,Coprobacter_secundus,Coprococcus_comes,Coprococcus_eutactus,Dorea_formicigenerans,Dorea_longicatena,Eubacterium_coprostanoligenes,Eubacterium_eligens,Eubacterium_plexicaudatum,Eubacterium_ramulus,Eubacterium_rectale,Eubacterium_ventriosum,Faecalibacterium_prausnitzii,Faecalicatena_contorta,Faecalitalea_cylindroides,Fournierella_massiliensis,Fusicatenibacter_saccharivorans,Gemmiger_formicilis,Hespellia_stercorisuis,Holdemanella_biformis,Hungatella_hathewayi,Intestinimonas_butyriciproducens,Lachnoanaerobaculum_saburreum,Lachnoclostridium_phocaeense,Lachnoclostridium_sp_YL32,Lachnospiraceae_bacterium_Choco86,Lachnospiraceae_bacterium_GAM79,Lactobacillus_rogosae,Lactonifactor_longoviformis,Marvinbryantia_formatexigens,Massilioclostridium_coli,Mediterranea_massiliensis,Merdimonas_faecis,Mordavella_sp_Marseille-P3756,Negativibacillus_massiliensis,Odoribacter_splanchnicus,Oscillibacter_sp_PEA192,Parabacteroides_distasonis,Parabacteroides_johnsonii,Parabacteroides_sp_CT06,Paraprevotella_xylaniphila,Phocea_massiliensis,Pseudoflavonifractor_capillosus,Roseburia_faecis,Roseburia_hominis,Roseburia_intestinalis,Roseburia_inulinivorans,Ruminococcus_bicirculans,Ruminococcus_bromii,Ruminococcus_callidus,Ruminococcus_faecis,Ruminococcus_gnavus,Ruminococcus_lactaris,Ruminococcus_torques,Ruthenibacterium_lactatiformans,Sellimonas_intestinalis,Subdoligranulum_variabile,Traorella_massiliensis,Tyzzerella_nexilis,bacterium_LF-3
ERR011089,0.00023629125105544848,0.0002976191285857899,0.0007778987680631205,0.0400522766948818,0.02339982671381816,0.03809558206724665,0.006073300730470072,0.03209597843765287,0.010130011548161821,0.008856699766009616,0.002127887991022213,0.0027160581808552326,0.0038462498018180273,0.0003020751289904312,0.004415913777116657,0.002254695147587745,0.0008306640183676432,0.0019080792292463687,0.0008489968978894047,0.013999386342090426,0.0007598351899430854,0.0015855483895468507,0.004235096535084582,0.00021832630451949482,0.0010336015468104987,0.0028553057520654054,0.003638151808731918,0.006462099482262639,8.818800103321696e-05,5.365600442174564e-05,0.0006058039171512535,0.001179992836571421,0.006341462526611496,0.1344398361005892,0.06084073429623947,3.257473235609805e-05,0.0003123563557085952,0.00028915169816803074,0.0005523244599371892,0.02038930037792042,0.0001119571293567751,0.00016468096881768946,0.0002918800970350753,0.001862680102434509,0.004765714916804994,0.0010746934882931325,0.0008490013115067622,0.010037421642722748,0.0010515809553729217,0.001329180399850132,0.0012301793235288368,0.0008989375170218666,0.0014941651583588315,0.00018086204465878617,0.012689817411597883,0.0003198012220542018,0.001499617937810673,0.0010276748937128597,4.51749948423482e-05,0.011934325273731379,0.0005613490107414862,0.004731069707369795,0.0033844188094903005,0.000347673252286985,0.0008716211152741492,0.00016089742814790273,0.009176613761749303,0.24837012610262266,0.0031659196785029397,0.02001860687348096,0.000520737519936982,0.003191501215872888,0.0020947768173353513,0.005299007422305237,0.021331579647869792,0.0003165238963107371,0.00029510041970780385,0.0002724764498026675,0.002491747793828809,6.920710683921623e-05,0.00023282506334966485,0.0003907421512850591,0.0012994595313874247,0.013868742220279794,0.0009443006050736022,0.00031513752394932767,0.00016155685645067707,0.0007419788945241796,0.0002384275196347176,0.00014316791536830617,0.0031294103439959784,0.002058939750700706,0.009698006281273623,0.01597761728092223,0.0027201671916864535,0.0020440934935917103,0.005107835773149998,0.00432746639458212,0.00040133713601243074,0.0031232201110862287,0.05694611702605908,0.006585653115930372,0.005939387418008643,0.014661020950171272,0.00012747153094165966,0.0002449664376872783,0.00023051603030713283,0.004694165775991562,0.000361883281745327,0.0008286338727145413,0.007498887881026114,0.005664360897028712,7.851575558230875e-05,0.004136175960231959,0.0004907042540663477,0.00406797957900894,0.00180998943960395
ERR011090,0.00021912490832530086,0.00030138448651122017,0.0007788629445045619,0.03027319718857483,0.016826632231778483,0.03235135837289053,0.004511542388366865,0.024553314956990625,0.011960948704055435,0.010795541893126407,0.002008678620650607,0.0026201380914872233,0.0035870120952656136,0.0002663692098877851,0.004763625112313198,0.002386317360159101,0.0008988854872195427,0.0017355443360473285,0.0008558045876423389,0.015614489283422765,0.0007863659153038903,0.0015274537801230124,0.004505940607226632,0.00022693770254367588,0.0011595301245961585,0.003035204741729922,0.004255547965464696,0.005930811052498339,9.624269875754315e-05,5.224328879709634e-05,0.0006399655551189033,0.0010770432040901033,0.006784957563446595,0.1333828574933671,0.06692596589447693,2.2418858183465183e-05,0.0003082558812432461,0.00030135236821363364,0.0005060302432143202,0.023476867959954545,0.00010632158011352545,0.00014709087362831203,0.0003082403169694362,0.0015097854214833834,0.004729101047945263,0.001221175922056825,0.0008217090243181459,0.008253517567643368,0.0008493894539005986,0.001313169332805085,0.0012319034379777152,0.0009118992910058808,0.0014202625031404213,0.00013187561912829333,0.010127776452550433,0.0002909268653237904,0.0018627466789402929,0.0010345774927123265,3.945655962086981e-05,0.013358524302767965,0.000580494652983192,0.005609400030407897,0.003738470561321214,0.000357029892898984,0.0009511831420423778,0.0001558895319705818,0.009803418325332663,0.27120250899717796,0.0034427030505530948,0.0166261664221382,0.0005242314430241064,0.0034411101764826374,0.001704048482308501,0.005737913021252869,0.01644241475913621,0.0002780308279887285,0.0003689518758440499,0.0002715083438626,0.001965975096146378,9.468560563677011e-05,0.00019823103165722273,0.00038025204871483667,0.0015080332182105679,0.014109135688179347,0.0010867083307395684,0.0002772080609206618,0.0001592550042282978,0.0008004277770774997,0.00023758731241610382,0.00016134879858672912,0.002897755555742197,0.0019334875315812218,0.010410053124476557,0.012083743267376587,0.0027639806863718336,0.0018498833299677977,0.0051181292288764455,0.004029930773012424,0.00036020957614511063,0.002540928002459619,0.06199957109951308,0.006687561556117356,0.006476243548699625,0.015785163465484257,0.00012241902035802358,0.00021760706927199155,0.00022331788379145878,0.005209414393518324,0.0004068218369361074,0.0009319300926190513,0.008296603613973254,0.004612770127634969,8.208490017648645e-05,0.0036517375320307866,0.0004081611778363213,0.004213932243756554,0.0024920229514310936
ERR011091,0.00027478952396815787,0.00024338894550710898,0.0007640755427779825,0.030387968979426683,0.017696503901059965,0.029820323848407902,0.0042871020500954825,0.02555715196768007,0.01108035124180368,0.009913075093468811,0.002088549582113306,0.0027795469357606542,0.003712427111560994,0.0002540287047721062,0.005145802267535949,0.0020274536003366383,0.0009452981320934464,0.001752720179391997,0.0008903878468415102,0.01671144455750387,0.0008726570244673207,0.0015310719054337932,0.004895627178120963,0.0002055559282163769,0.001201171683366807,0.0026207613439689303,0.00407839812321462,0.0065157406568611175,9.46746885522486e-05,5.931445566928346e-05,0.0006774386789481424,0.001029563219088775,0.007295617186354837,0.14717626037176382,0.070517767464879,2.037904260758393e-05,0.00033722704928387375,0.00029593719080229743,0.0005085042461794835,0.016153294025335233,9.747403689326166e-05,0.0001598307897078206,0.0003075530115604671,0.0014744427700029595,0.005073967179590927,0.0012049527708765271,0.000859298020859616,0.008554295055294899,0.0008148175796383862,0.001311233043576792,0.0012623678359199527,0.000969449293203427,0.0014811114971693812,0.00016482392622031402,0.010291153130744012,0.00029014266150339385,0.0013461574843460903,0.0010997107897501848,4.84066365561805e-05,0.012942755747285565,0.000552436662672235,0.005420361220860368,0.003622091892666921,0.0003336877008655629,0.0009299751244680606,0.00014492450160481966,0.00954567875693518,0.267774874485177,0.0034336858417586694,0.015077599492998204,0.0005262860826405044,0.003487898290990563,0.001745251750504494,0.005750219809873212,0.014898073060137693,0.00027440132470177216,0.0003220621202628155,0.0002938453532164012,0.0019809016880591914,6.964892918868889e-05,0.0002065865821800932,0.00031639211047424957,0.001463882161669678,0.014808929127997998,0.0010094196366483104,0.00026014694355257987,0.00015062106462966632,0.0006725130782529624,0.00023889907102521714,0.00017736016819174918,0.003176313043664444,0.002051767054517566,0.012065268553205836,0.012780211646687134,0.002989614081259838,0.001884506075800699,0.005588060272383613,0.0038322943411355217,0.0003398310300760438,0.0025048502222678945,0.05794700114402905,0.0063270445758287835,0.005546130728387837,0.015098536561312905,0.00012000126002440204,0.0002102275783161767,0.0002293384145108964,0.004784210190266569,0.0003819788408274065,0.0008666387689751553,0.008706121926711163,0.004816348124821169,7.22867911070552e-05,0.0036624801900926223,0.0004755361772242841,0.004214262322090548,0.0016671913143493915
ERR011092,0.0004254612974122377,0.0003474011339148634,0.0004444173503469184,0.008269697392909375,0.00040838563689727113,0.0009606403351244451,0.0022793782410468854,0.035493887119361356,0.00577988762448544,0.0022134445580940525,0.003798008094609324,0.00503718111117338,0.011892261913250766,0.0034378003324847415,0.0004564724041760001,0.01241404480039279,0.04359111646132984,0.029629120302718248,0.019643602998583545,0.016626587445922915,0.001329688679530893,0.006940891083297449,0.019432465903762186,0.00019816648310319327,0.003973841691236337,0.032183719858938704,0.0015153633163235312,0.012105069541176306,0.00011031977179713922,0.004957558900354659,0.0039004384977343164,0.005030077190554794,0.01403079496417378,0.14058593315487047,0.07751242124360982,0.0002538091231226782,0.00014806571225251162,0.0026746320093558496,0.0004253742167646895,0.009217156744011383,3.680652061590127e-05,0.00026730444516890716,0.0001761350388329485,0.0008524503272723066,0.005454561761120492,0.0008093576363787079,0.00030732659845134194,0.006220754511304322,0.00037561462069352774,0.0015884272859105892,0.0005698427084462846,0.00016324169551846756,0.0017117042908119872,0.0002802556037749314,0.007516286594180741,0.000249658352229731,0.00014401183628372368,0.0015561922971334575,0.0007090302399671961,0.006721613604759785,0.017038012610331575,0.0014312775217691653,0.01295709554601711,0.00017831952763101762,0.042749802983308716,0.00015999180794707343,0.0013851165206635644,0.005082141325597419,0.0010456116991122025,0.06109512055853144,0.0007202456080353504,0.0015894926214480248,0.0032486565177577485,0.026140460095802964,0.01928685711357554,6.500490878251864e-05,0.00020249927695597186,0.00038281743021337467,0.0038459379288404605,6.525858854886042e-05,0.0003174648814645555,4.9763494873609354e-05,0.0003307727497626062,0.029270734218704846,0.0006475227569274082,0.0005233665288384377,0.00013180638911512767,0.0021745693334666865,0.008256582753409953,0.0006130012326088062,0.0005334715796184547,0.00745393494548735,0.015177656366137849,0.013440241027080658,0.007454217377066661,0.014175530625892194,0.01356490437893513,0.0005825312040646862,0.0009343309910744567,0.004170508943913012,0.02450907166560656,0.015780549576343002,0.020904612763559084,0.007814501888356917,0.0010445189097254776,0.001773888616751372,0.0004947125499779973,0.0011562417846419104,0.00020824096214552653,0.00881890935600304,0.003640392857301305,0.008861619230136637,0.00022617986083876522,0.007464762835819701,0.000649969471477641,0.002648796850922881,0.0001452382420194291
ERR011093,0.00035043862388657295,0.00032535339139568476,0.00038135072940853273,0.006582954616907791,0.0002852436506400151,0.000980702125115859,0.001791893105525043,0.027215921707538487,0.006563004019858848,0.0024257120658447645,0.0033452579507145604,0.0046590831562056895,0.011245320744149268,0.0035904613814614697,0.00048456524654655114,0.013240964525465289,0.04586076988952637,0.03002676616986679,0.021063361089492614,0.018120702466913,0.0014582180554791081,0.006389651167109892,0.02041047328306547,0.00021361104643862502,0.004369190376649952,0.0347243044743836,0.001632283226782053,0.012940299043734053,0.0001096342920083996,0.004829817652887876,0.0038432499684561056,0.00547630077128225,0.015267395431317214,0.14138733799201736,0.08403975675557868,0.00024219419080776316,0.0001440050620921273,0.00302516307851637,0.0004049744982390209,0.009818359773251252,3.8101970775712834e-05,0.00024022705294556279,0.00022611622262768387,0.0008088863286414994,0.005603262256870514,0.0008413002395086989,0.0002875580930527579,0.005402430715455016,0.0003595973359631981,0.0014955787950230253,0.0005763327312220157,0.00016359748425550497,0.0016131274945402026,0.00024169260212027663,0.006039255138021892,0.000261538244853945,0.00014762039175913964,0.0015078858504706592,0.000683411599029538,0.007276260570022249,0.017605624084912366,0.0016280745191991667,0.014307834285070369,0.00018319480675600135,0.04804597090338288,0.00015045206017741001,0.0014615138166519939,0.005331386832602056,0.0012250545175923485,0.051253354412821354,0.0007336329142458864,0.0015073321191824585,0.002891952331349174,0.02607931525784233,0.015704571045962307,7.286626795805885e-05,0.0002486399881213852,0.0003497920280097101,0.0032582415502656215,6.430575842884065e-05,0.0002758976986132547,4.077123454627159e-05,0.00033068361017062325,0.029620464857198416,0.0007601650602381965,0.0004320568916790787,0.00013081995019811885,0.0022631285512541674,0.008294850854455284,0.0006329545286422448,0.0005610004504153455,0.006870100552111894,0.01628399025453333,0.009216533326567682,0.007463944274558758,0.013972630640861934,0.013969670341929363,0.0004473072282162169,0.0008839492204690381,0.003630756148528892,0.027583876866567304,0.015182947253316438,0.02221450365569669,0.00791384049698944,0.0010246151647944498,0.001749349482149716,0.0004531333851739019,0.0013531996554861719,0.00020473573787933605,0.00935197542222342,0.004078613337577024,0.007541375731711877,0.00021140827230391168,0.006462441077361152,0.000593859564248317,0.0026581651106633046,0.00015734669641830103
ERR011094,0.0004530790262855874,0.0002833409291674347,0.00037692977758148956,0.006949939493121209,0.00028923536279019463,0.001043745456438125,0.0019193187984777938,0.029096118027864992,0.005528451980066678,0.0018675069309600193,0.0037845257906429083,0.005528382673538125,0.012532154545074019,0.0038498112184828298,0.0004412097712708682,0.014692610010892329,0.04454783123242837,0.03429849307390795,0.022345907613667646,0.01917421680512168,0.0013389576611596862,0.007565318612561869,0.022937465685308127,0.0001846693707694392,0.004497411359603733,0.038287606649153205,0.0014353912594557488,0.011536904323566962,0.00012306734274817525,0.005484134610437683,0.0039777124765718935,0.005994586101391262,0.016392088186651034,0.16438845002890007,0.09010940226010065,0.00023038977495309118,0.0001497426204348151,0.002708845169854923,0.00046046357017256686,0.008623431088778702,3.589784440316696e-05,0.00024128046197078375,0.0001695311659716633,0.0008584158217218703,0.006312521504303599,0.0007095402667718713,0.0002617420381172803,0.005746675576236979,0.0003745152597855655,0.0015261280342151742,0.0005450236125216555,0.00017552057155576918,0.001979208750762995,0.00026496182694126045,0.006225033720840173,0.00025567937734908707,0.00013763005852810255,0.0016991269014431374,0.0007760632781485523,0.006909784255443273,0.015340823926028653,0.001447290393949774,0.014812174275320084,0.000223735325437526,0.03344557935915258,0.00013274071450138818,0.0013583499924444131,0.004977594417531583,0.0009134952484115136,0.04413020399107212,0.0007929065105763416,0.0016763551358288,0.003407621371688058,0.019853160228092734,0.012875450929489243,6.452276535487976e-05,0.0001968922989705423,0.00043875265275634284,0.003560004711922204,5.110616417818546e-05,0.0002814164123972299,4.643094912729844e-05,0.0002815253187836268,0.027431487691075906,0.0005165629633725688,0.00043334150924990907,0.00012925046176308176,0.002562440750236132,0.008876603453683313,0.0006977823135296824,0.0006258673176265595,0.008233940462760696,0.019810574538821624,0.009120021646228969,0.008914261105521374,0.013527423141698018,0.016218419054166117,0.0005223507836384133,0.0010218193106111524,0.004092608384884053,0.010451619904844642,0.013223420159454904,0.01642102791179913,0.007447253940230943,0.001232089419551915,0.0018419295373213625,0.0005137038647348859,0.0012291864482770734,0.00021024601906562512,0.01037046555223572,0.004539809423666138,0.00839569071595412,0.00021962000208048697,0.006701223653045702,0.0006371860222901704,0.002801333448786022,8.81789973927378e-05
ERR011101,0.0005410175844497211,0.0010223551226305001,0.0006844982102344942,0.033740577972830664,0.0006934846397482244,0.057012141867583334,0.0012876526888778638,0.002392517658154215,0.015474172951710581,0.016418144195821247,0.00028367188846410615,0.0011991542817536241,0.0016378283745417488,0.00030751780611265573,0.0035883695290284913,0.0044160248273088796,0.0002015651881609766,0.0013785124372019915,0.001474201676335064,0.04281355266117943,0.0006922371693922992,0.0005673814936109198,0.0005854633395977978,0.0003263659145928909,0.000629039551132147,0.0058924521029765755,0.0073996749569047735,0.0022014413957677716,0.0008068969540653004,0.0002264076943259549,0.00045717283193253577,0.0083742694390732,0.004700207460414871,0.007965366731925622,0.05702830737077055,0.0004258284266581211,0.00017206791555935986,0.00035176466328767214,0.00048606742543298725,0.0345788540911305,0.00012710241563997077,0.00015099427263065763,0.0003733293140779768,0.0005200687634125411,0.015709249378760934,0.23718729994821103,0.0021917301772718277,0.003353174321289561,0.00047688413216430094,0.0015714410528928605,0.00060070486905425,0.00046304109573783837,0.0003429272556064508,0.00023922633581594768,0.002225019882062113,0.00022687039199848172,0.005300943973937761,0.001716862751531339,0.00027408991323008014,0.01494313599048559,0.0011072577620284611,0.007262867651290424,0.013608172027314345,0.0003463871449148315,0.022753248852960786,0.00021579113560342438,0.004456243666321639,0.00600668856813573,0.0052642023806448125,0.02554635649864714,0.0002691364686978584,0.001255303673470509,0.0014305271854624295,0.013055795436277612,0.01387417789141916,0.0001967857168829811,0.0075358855010461715,0.0005444076318568755,0.003979702778212572,0.00012192538542537992,0.00017430793078367917,7.887809121371493e-05,0.0011954278929985499,0.06449362577505116,0.004904599868961568,0.00018929604481124975,0.00043801554988560205,0.000673714120701463,0.0032758620074386613,0.00024890389392272477,0.002004829203702072,0.001777280974648979,0.014080161866133726,0.0032231173545437452,0.006534941257787235,0.0027786351307355524,0.006335820032008374,0.049715116848259265,0.00016871583921914025,0.0017236178137542968,0.009486331299352908,0.005298680280092323,0.014314474071879146,0.02806951991127505,0.010845256386813941,0.0014292395534513474,0.00039777126578887983,0.0065670558403681835,0.0010702214934234712,0.002026971108240691,0.0011446416731301816,0.0014632422950857289,0.00013124700233486909,0.002615422124500575,0.0004937147570138937,0.0021732926055993414,0.01119886275198425
ERR011102,0.000508683442381892,0.0009131113541928467,0.0008322478256256842,0.046129670094387065,0.0009178594730695145,0.07375575539790234,0.0016091389580932607,0.0031126318231615054,0.0138575998289778,0.014332528944771794,0.0002932729666998846,0.0013162657636992187,0.001797567023497571,0.0003159203773673339,0.0034011820386185324,0.0042593774525613425,0.00022019200861685064,0.0014490295051229362,0.001547666689332685,0.04022356390314938,0.0006489451253673644,0.0005506348511945644,0.0005627144850415191,0.0002979875818304592,0.0005724033320537344,0.0056045201962770805,0.0070647796815887865,0.0021632603313422455,0.00074524578849463,0.0002192797149452264,0.00044596273702029055,0.008574899074470324,0.00459760627694212,0.00811877636684463,0.054304045674546574,0.00042483864618081185,0.0001938243630750523,0.00031300784393857367,0.00047786118205992307,0.03189391626072591,0.0001279977705022327,0.00015235473954338053,0.000365494949278639,0.0007250811497785615,0.015798789418525434,0.20829936680925223,0.0019605248299800634,0.0038466199261796494,0.000545313810196605,0.0016534721698769118,0.0005975364783773306,0.0004315836807221595,0.0004238024394521594,0.0002443891010158955,0.002810689702498438,0.00021901729725807716,0.004441538415470996,0.001730117441277184,0.0002835249248732295,0.013657194748300298,0.0010783011358664915,0.006857423188020342,0.012570584776446039,0.00030126190322184095,0.019673043810634786,0.00021937769890542223,0.00427168081702268,0.005582412462553224,0.004870842202965193,0.032698078492270154,0.0002724634545610641,0.0013758938698851541,0.0016849614147682588,0.01261519102175707,0.018886180643259164,0.0002039180548551785,0.006694020105491835,0.0005332577835091983,0.0050479476449767245,0.00014554825670317026,0.00019755717402250008,8.491067340272066e-05,0.0011518178588943453,0.06613088535191655,0.004247459044829685,0.0001882597796471222,0.00044351765462803417,0.0006110719273979944,0.003362960514227005,0.00024818537157312307,0.0021294808751661514,0.001837718090382456,0.013770617393030862,0.004129146580490815,0.0068340169732409445,0.003002094178989847,0.006422702539532587,0.055325042765345535,0.00021598732769362536,0.002065766209148704,0.008998796851278848,0.005269024343402077,0.013777046352425744,0.026885052903343983,0.010562580341438484,0.0014556505493068664,0.0004267728365456599,0.006222887476366586,0.0009511927452524435,0.0019502059574195317,0.0011050966325290824,0.0019447216784801344,0.00013805604223480212,0.003121260086771097,0.0006146727218850254,0.002024975743497163,0.009688235529060058
ERR011103,0.0005006072225642801,0.0009029048225156173,0.000764902756848466,0.047466673534120526,0.0010153779889533758,0.0752002093426525,0.0016500428177494047,0.003202754588431774,0.013806590035398757,0.014469472739394676,0.0003172864503857137,0.0013174651700721919,0.0018012017629662504,0.0003167032156652734,0.0033558186905542258,0.00421867405139469,0.00021260182068886892,0.001422449695519763,0.0015094524204951466,0.03978006915621547,0.0006508121935379597,0.0005321310955727564,0.0005680467743164252,0.0003149074933586722,0.0005808572162984721,0.005554407780007424,0.006910989277063415,0.0022123730894969846,0.0007155039638224013,0.0002060559090743099,0.0004502132735126575,0.008344025577613027,0.0045478052500293326,0.008058905692970809,0.05368934685867415,0.00040290372070914105,0.0001860397570581686,0.00031197996656917847,0.0005079712209619442,0.03177477966298709,0.00012829064836301,0.00015567137189614763,0.00036113557177421137,0.0007309624417930311,0.015635815764820954,0.20907801868469333,0.001961342767560894,0.0038813876382945874,0.0005464924048842963,0.0015938314533327595,0.0005927609776562622,0.0004248363394045269,0.0004086792352589112,0.0002707619172201561,0.0028907013766111926,0.00021781311801169855,0.004584591950722635,0.0016985541726025112,0.0002944873316996588,0.01363865465211002,0.0010223539306198003,0.00669071323401371,0.012393724868801697,0.00032328478884357257,0.019692920891275473,0.00019600719202359296,0.004308513660648898,0.005616892324707447,0.004720950600563271,0.0331031031544252,0.00027712226196994566,0.001361443190122973,0.001701013118008534,0.01258743181297298,0.019477691313775088,0.0001980269136550532,0.006817322987879871,0.0005198639815316868,0.005110223067916062,0.0001428742650613213,0.00019756149347553573,8.766367509172583e-05,0.0011416051213666378,0.06496325272024864,0.004259758041671827,0.00020132106873520806,0.000453086762641952,0.00061016997479258,0.0032811371314424753,0.00024815161541912745,0.002064606638062242,0.0018811104141266827,0.013779453438621154,0.004312420023998703,0.006696630502816839,0.002959642312569712,0.006391034809652071,0.05486641834008936,0.00020287596600209045,0.0019961606766288774,0.008844127927332685,0.005385420438053699,0.013617924798599558,0.026705843180818166,0.010476617249244742,0.001383487180809318,0.00039191549366905475,0.006075120115276774,0.0009480654234155973,0.001866651149871636,0.0011541962244662838,0.0019535546803486426,0.00012154680516162958,0.003130504353108206,0.0005566432788145482,0.0020571611063059216,0.009629578433501653
ERR011104,0.0004918469715804633,0.0008868026647686654,0.0007976514651060145,0.05139571208752902,0.0011046845447260048,0.07990092394283514,0.0017818669878847807,0.003469418641754694,0.013526807141168419,0.013883662581361167,0.000301388926305606,0.0013477493249439635,0.0018468154239558677,0.00031751439250285397,0.0033428355659731027,0.004173685282079321,0.00022066224143121307,0.0014361793774722925,0.0014879251985941975,0.039118087863895125,0.0006316373728176066,0.0005272003927792599,0.0005717697641377904,0.00031709839860010635,0.0005821422878343942,0.005453633803870852,0.00686604084673603,0.002200684552315754,0.0007500999404157808,0.00019429088467498186,0.00043735459029106894,0.008393256642299885,0.004520661013309643,0.008084827780328624,0.052828385863817925,0.00038262920553625143,0.0001977902517659732,0.0003052528303627451,0.0005147578768575139,0.03094170917459414,0.00012002063590390365,0.00015686402917073565,0.00035127563167920445,0.0008142614612077099,0.015359333821745199,0.20186152509683694,0.0019668715450816693,0.003947460099262537,0.000570171159397707,0.0015817497830082636,0.0005997059053833509,0.00043793751304747284,0.0004383679379664811,0.0002476650748071368,0.0030678404432911994,0.00021309530698301855,0.004353962693115563,0.001730470466475655,0.0002918817267377841,0.013535058781591435,0.000992469216456071,0.006567943033706793,0.012347347062299964,0.00032112754859464225,0.01890343536581285,0.0001883573564641813,0.004237217151584214,0.005371908097797875,0.004673504867326192,0.03473896149275132,0.0002650777143143771,0.0013405852612517798,0.0017503732063565214,0.012508394379946082,0.020734150577718602,0.0002001940764299278,0.006393485396004665,0.0005275502035190338,0.005432188550733187,0.00013123504328231493,0.00019465079392488627,8.260961966145177e-05,0.0011030727411409085,0.06532942323742565,0.0041144452524790745,0.00021372110426420284,0.0004453493705842761,0.0006229501726703121,0.003266577658886651,0.00025363786798195185,0.002149821298400492,0.001892376588998906,0.013589435259065322,0.004507615018333666,0.006753016334283671,0.0030032656720130092,0.006479517978463337,0.05580402691673545,0.0002147505390664657,0.002119663511973507,0.008751292516889416,0.0053616710709070425,0.013348297505968588,0.026418874139298953,0.01038872805801803,0.0014380526457572747,0.0004366252469505287,0.005965086807647703,0.0009271226439414206,0.0018630011808130128,0.001154829502148508,0.002026633529766492,0.00012562913006375776,0.0032482705168219808,0.000585571922532386,0.0020024671493824022,0.009013450682481564
